Session_ID,Customer_ID,Visit_Date,Device_Type,Traffic_Source,Pages_Viewed,Session_Duration,Added_To_Cart,Purchased,Purchase_After_Cart
WEB00053035,C002586,2024-07-10,Desktop,,3,2.2,0,0,0
WEB00053036,C033303,2023-03-08,Android,Organic,8,5.5,0,0,0
WEB00053037,C006528,2024-08-10,iOS,,12,2.8,1,0,0
WEB00053038,C003736,2025-10-31,Android,Direct,3,5.4,0,0,0
WEB00053039,C035182,2025-01-11,iOS,Paid Search,6,4.4,1,0,0
WEB00053040,C012444,2024-12-12,Android,Organic,9,7.1,1,1,1
WEB00053041,C004869,2023-07-02,Android,Organic,14,15.2,0,0,0
WEB00053042,C006775,2023-11-28,Android,Direct,7,6.8,0,0,0
WEB00053043,C046649,2023-09-23,Android,Organic,9,5.8,1,0,0
WEB00053044,C005547,2024-02-12,Android,Organic,8,5.7,1,1,1
WEB00053045,C025995,2025-01-22,iOS,Social,8,19.9,1,1,1
WEB00053046,C009181,2024-07-02,iOS,Paid Search,7,5.3,1,0,0
WEB00053047,C008490,2023-11-12,iOS,Direct,11,15.4,1,1,1
WEB00053048,C005602,2023-06-10,Desktop,Direct,5,6.0,1,0,0
WEB00053049,C044290,2023-03-16,Android,Paid Search,5,2.3,0,1,0
WEB00053050,C012335,2023-12-03,Tablet,Organic,5,12.9,0,0,0
WEB00053051,C032282,2025-11-05,Android,Paid Search,7,5.2,1,0,0
WEB00053052,C043632,2023-01-07,iOS,Paid Search,6,1.4,0,0,0
WEB00053053,C032140,2023-06-15,Android,Social,6,12.4,0,0,0
WEB00053054,C001929,2023-06-02,Android,Direct,11,9.3,1,0,0
WEB00053055,C034828,2025-12-24,iOS,Organic,7,1.6,0,0,0
WEB00053056,C014577,2024-10-29,iOS,Social,4,5.8,1,0,0
WEB00053057,C040877,2025-09-15,Android,Social,5,3.8,0,0,0
WEB00053058,C049974,2025-06-05,iOS,Organic,5,4.9,0,0,0
WEB00053059,C028637,2025-12-10,Desktop,Direct,5,5.3,0,1,0
WEB00053060,C043177,2023-02-03,Desktop,Organic,7,1.9,0,0,0
WEB00053061,C010137,2025-03-24,iOS,Paid Search,8,8.4,1,1,1
WEB00053062,C007290,2025-10-15,Android,Direct,9,4.7,1,0,0
WEB00053063,C026566,2025-12-13,Tablet,Paid Search,8,7.5,1,0,0
WEB00053064,C048909,2025-06-16,Desktop,Organic,6,1.6,1,1,1
WEB00053065,C017026,2024-05-20,Android,Paid Search,8,11.8,0,0,0
WEB00053066,C004852,2024-02-04,Android,Organic,7,9.5,1,1,1
WEB00053067,C013281,2025-12-04,iOS,Social,9,6.5,1,0,0
WEB00053068,C044913,2023-01-14,Android,Organic,5,6.6,0,0,0
WEB00053069,C020519,2024-09-15,iOS,Social,10,4.8,1,0,0
WEB00053070,C044102,2025-05-26,Tablet,Organic,5,6.4,1,0,0
WEB00053071,C004277,2025-08-13,Desktop,Organic,9,6.2,0,0,0
WEB00053072,C013944,2024-04-12,iOS,Direct,1,5.0,0,0,0
WEB00053073,C041117,2023-09-21,Android,Referral,7,4.2,0,0,0
WEB00053074,C009400,2025-01-16,Android,Direct,12,25.5,1,1,1
WEB00053075,C009073,2025-09-01,iOS,Organic,7,4.7,0,0,0
WEB00053076,C044071,2024-09-12,Desktop,Social,6,4.4,0,0,0
WEB00053077,C040982,2025-08-17,Android,Direct,4,7.8,0,0,0
WEB00053078,C039347,2023-10-05,Desktop,Paid Search,7,22.2,1,0,0
WEB00053079,C017799,2023-07-26,iOS,Social,7,8.8,0,0,0
WEB00053080,C028211,2024-03-16,Desktop,Paid Search,9,3.9,1,0,0
WEB00053081,C038619,2024-02-11,Android,Paid Search,8,5.3,0,0,0
WEB00053082,C009650,2024-06-28,iOS,Organic,1,2.9,0,0,0
WEB00053083,C021721,2025-08-06,iOS,Paid Search,6,6.5,0,0,0
WEB00053084,C018621,2025-10-04,Desktop,Social,8,9.5,0,1,0
WEB00053085,C043613,2024-05-29,Android,Paid Search,7,4.1,1,0,0
WEB00053086,C013654,2025-09-07,Android,Paid Search,8,3.0,1,1,1
WEB00053087,C018365,2024-09-30,Android,Social,8,2.1,0,0,0
WEB00053088,C036957,2025-08-03,Android,Direct,5,13.7,0,0,0
WEB00053089,C044750,2023-11-17,Android,Paid Search,3,15.0,0,0,0
WEB00053090,C041313,2024-06-24,Desktop,Organic,5,3.2,0,0,0
WEB00053091,C022540,2025-05-29,Android,Social,3,11.3,0,1,0
WEB00053092,C008012,2023-09-28,Android,Social,12,14.1,1,0,0
WEB00053093,C016685,2023-08-06,Android,Referral,3,8.9,0,0,0
WEB00053094,C019918,2024-12-06,Android,Paid Search,8,4.5,1,0,0
WEB00053095,C020285,2023-11-09,Android,Direct,6,9.9,0,0,0
WEB00053096,C033747,2025-05-29,Android,Organic,9,1.7,1,0,0
WEB00053097,C045035,2023-01-02,iOS,Paid Search,9,18.6,1,1,1
WEB00053098,C000945,2023-05-29,Android,Direct,12,13.8,1,0,0
WEB00053099,C028146,2024-10-21,Desktop,Paid Search,12,3.8,1,0,0
WEB00053100,C010722,2025-09-03,Android,Social,4,7.8,1,0,0
WEB00053101,C013750,2024-05-03,Android,Direct,4,15.6,0,0,0
WEB00053102,C019788,2024-05-29,Desktop,Organic,7,15.2,0,0,0
WEB00053103,C018799,2023-04-27,iOS,Direct,3,11.2,0,0,0
WEB00053104,C037705,2025-02-20,Android,Direct,8,5.4,1,0,0
WEB00053105,C004499,2023-11-04,Desktop,Paid Search,6,13.4,1,1,1
WEB00053106,C001752,2023-09-14,Desktop,Organic,5,9.8,0,0,0
WEB00053107,C024821,2024-07-02,Android,Organic,7,7.4,0,0,0
WEB00053108,C030430,2024-07-06,Android,Social,10,15.9,1,0,0
WEB00053109,C030995,2023-05-17,iOS,Social,5,4.1,0,0,0
WEB00053110,C017469,2025-09-29,Android,Paid Search,3,7.4,0,0,0
WEB00053111,C010491,2025-06-29,iOS,Direct,3,4.9,0,1,0
WEB00053112,C021773,2024-08-04,Android,Paid Search,11,4.9,1,0,0
WEB00053113,C017865,2024-08-05,Android,Organic,5,2.1,0,0,0
WEB00053114,C034811,2023-10-06,Desktop,Organic,4,5.7,1,0,0
WEB00053115,C020262,2024-11-22,iOS,Referral,6,3.9,0,1,0
WEB00053116,C014440,2025-08-19,Tablet,Direct,7,6.8,0,0,0
WEB00053117,C026792,2023-03-11,Tablet,Organic,7,8.7,1,0,0
WEB00053118,C027333,2023-03-29,Android,Organic,10,4.1,1,0,0
WEB00053119,C013049,2025-09-09,Android,Organic,4,21.6,0,0,0
WEB00053120,C004161,2025-01-03,Android,Direct,9,8.6,1,1,1
WEB00053121,C004685,2024-11-12,iOS,Organic,6,3.0,0,0,0
WEB00053122,C031402,2024-06-16,iOS,Direct,9,4.9,1,1,1
WEB00053123,C014127,2025-09-10,Desktop,Organic,10,9.1,0,0,0
WEB00053124,C046092,2025-11-24,Desktop,Organic,10,7.2,0,0,0
WEB00053125,C008132,2025-09-23,iOS,Organic,6,1.9,1,0,0
WEB00053126,C000608,2025-07-11,Android,Direct,10,1.8,1,1,1
WEB00053127,C029250,2025-04-13,iOS,Organic,11,30.5,1,1,1
WEB00053128,C046154,2023-01-25,Android,Direct,5,11.4,0,0,0
WEB00053129,C024303,2023-01-06,Android,Direct,8,6.8,1,0,0
WEB00053130,C004096,2024-08-13,Android,Paid Search,9,9.6,1,0,0
WEB00053131,C029986,2024-05-06,iOS,Paid Search,4,16.4,1,1,1
WEB00053132,C014009,2024-10-19,iOS,Paid Search,6,2.4,0,0,0
WEB00053133,C033450,2025-05-18,Tablet,Paid Search,8,14.8,1,1,1
WEB00053134,C034446,2023-09-10,Desktop,Organic,4,1.1,0,0,0
WEB00053135,C016617,2025-08-11,Android,Organic,9,15.3,1,1,1
WEB00053136,C008898,2025-01-08,iOS,Organic,6,15.1,1,0,0
WEB00053137,C006116,2025-02-27,Android,Social,6,11.9,1,0,0
WEB00053138,C046078,2024-03-09,Desktop,Referral,7,3.5,0,0,0
WEB00053139,C002590,2025-12-28,Android,Direct,6,15.4,1,1,1
WEB00053140,C030423,2024-03-21,iOS,Referral,14,6.5,1,0,0
WEB00053141,C014464,2025-01-16,Desktop,Direct,5,9.2,0,0,0
WEB00053142,C045619,2025-04-25,Android,Social,8,3.6,0,0,0
WEB00053143,C005586,2024-05-25,Android,Social,8,10.6,0,0,0
WEB00053144,C006706,2024-09-16,Android,Organic,5,9.6,0,0,0
WEB00053145,C022182,2024-06-25,Android,Paid Search,6,14.9,0,1,0
WEB00053146,C039569,2024-09-19,Android,Organic,6,13.2,1,0,0
WEB00053147,C028782,2023-01-13,Desktop,Referral,5,5.0,0,0,0
WEB00053148,C015863,2023-09-20,Desktop,Organic,12,3.2,1,0,0
WEB00053149,C030882,2023-06-13,Desktop,Social,2,11.5,1,0,0
WEB00053150,C028452,2023-07-27,Android,Social,11,9.0,1,0,0
WEB00053151,C019506,2024-04-28,Android,Organic,4,3.3,1,0,0
WEB00053152,C034404,2023-12-04,iOS,Direct,9,10.0,1,0,0
WEB00053153,C045532,2025-03-10,Android,Organic,10,0.9,1,0,0
WEB00053154,C039320,2024-07-05,Desktop,Organic,7,10.1,1,0,0
WEB00053155,C023621,2024-05-24,Desktop,Paid Search,12,11.6,1,1,1
WEB00053156,C030053,2024-06-19,Tablet,Referral,7,5.2,1,1,1
WEB00053157,C044578,2025-07-03,Android,Social,10,7.2,0,0,0
WEB00053158,C017472,2023-06-14,Android,Social,8,8.1,1,0,0
WEB00053159,C035296,2023-03-24,iOS,Referral,8,8.1,0,0,0
WEB00053160,C007080,2024-07-18,Android,Direct,4,12.1,1,0,0
WEB00053161,C041584,2025-02-17,Tablet,Social,6,5.5,0,0,0
WEB00053162,C027498,2023-05-09,iOS,Social,6,2.6,0,0,0
WEB00053163,C046659,2023-06-13,Desktop,Direct,8,10.4,1,0,0
WEB00053164,C013973,2025-06-10,Desktop,Direct,11,14.2,1,0,0
WEB00053165,C034206,2025-06-25,iOS,Paid Search,10,1.5,0,0,0
WEB00053166,C000585,2025-11-01,iOS,,8,8.9,0,0,0
WEB00053167,C011145,2024-01-30,iOS,Social,4,2.7,0,0,0
WEB00053168,C031988,2023-12-17,Desktop,Paid Search,18,4.0,1,0,0
WEB00053169,C022684,2025-06-01,Android,Organic,7,3.3,1,0,0
WEB00053170,C006771,2024-08-24,Android,Referral,6,8.8,1,1,1
WEB00053171,C006988,2024-12-28,Android,Organic,5,1.7,0,0,0
WEB00053172,C029277,2025-06-13,Desktop,Organic,7,12.9,1,0,0
WEB00053173,C034567,2023-03-12,Android,Direct,5,4.2,0,1,0
WEB00053174,C021435,2024-02-14,Desktop,Direct,11,15.8,1,1,1
WEB00053175,C030567,2025-10-25,Android,Social,5,9.6,0,0,0
WEB00053176,C006208,2024-08-28,iOS,Paid Search,6,9.5,1,0,0
WEB00053177,C018861,2023-01-11,Android,Organic,7,7.7,0,0,0
WEB00053178,C016612,2023-06-19,iOS,Organic,6,4.2,0,0,0
WEB00053179,C023369,2025-07-24,iOS,Referral,11,9.0,1,0,0
WEB00053180,C022652,2024-08-18,Desktop,Referral,7,3.1,0,0,0
WEB00053181,C006293,2023-10-22,Android,Paid Search,13,11.8,0,0,0
WEB00053182,C028054,2023-08-21,Tablet,Social,4,1.0,0,0,0
WEB00053183,C037017,2023-11-22,Android,Paid Search,7,9.3,1,1,1
WEB00053184,C001611,2023-01-29,iOS,Social,5,6.2,0,0,0
WEB00053185,C043699,2023-08-22,Android,Referral,5,9.7,1,1,1
WEB00053186,C036364,2024-08-04,Tablet,Social,11,4.7,1,1,1
WEB00053187,C034950,2023-07-13,iOS,Direct,8,2.3,1,0,0
WEB00053188,C026739,2025-10-24,Android,Paid Search,5,5.1,0,0,0
WEB00053189,C048888,2025-03-01,Android,Organic,3,3.5,0,1,0
WEB00053190,C002112,2023-11-11,Desktop,Paid Search,4,8.6,1,1,1
WEB00053191,C019104,2023-07-30,iOS,Organic,8,18.5,0,0,0
WEB00053192,C021062,2023-03-29,iOS,Organic,4,8.9,1,1,1
WEB00053193,C036915,2024-01-03,Android,Direct,7,4.9,1,1,1
WEB00053194,C007002,2025-10-26,iOS,Organic,4,6.4,1,0,0
WEB00053195,C044691,2024-07-07,Desktop,Organic,8,3.7,0,0,0
WEB00053196,C034041,2025-09-27,Desktop,Referral,6,6.3,0,0,0
WEB00053197,C011943,2025-10-26,Android,Referral,8,11.0,1,0,0
WEB00053198,C047825,2024-06-25,iOS,Social,9,5.9,1,0,0
WEB00053199,C030815,2023-06-20,iOS,Paid Search,11,4.4,1,0,0
WEB00053200,C029470,2023-09-02,Android,Paid Search,9,0.8,0,0,0
WEB00053201,C001470,2025-03-16,Android,Organic,5,12.5,0,0,0
WEB00053202,C027982,2025-01-19,Android,Direct,3,4.7,0,0,0
WEB00053203,C025023,2025-06-07,iOS,Organic,4,17.9,1,0,0
WEB00053204,C044051,2025-06-13,Android,Organic,7,2.7,0,0,0
WEB00053205,C008788,2023-01-22,Desktop,Organic,9,2.1,1,0,0
WEB00053206,C006439,2025-04-06,Android,Referral,10,19.5,1,0,0
WEB00053207,C000582,2025-01-20,Android,Organic,5,4.8,0,0,0
WEB00053208,C034269,2025-11-08,Android,Direct,10,17.5,1,0,0
WEB00053209,C000613,2024-03-11,iOS,Paid Search,9,12.2,1,0,0
WEB00053210,C023781,2025-02-07,Android,Paid Search,6,8.4,1,1,1
WEB00053211,C002139,2025-09-17,iOS,Direct,9,4.4,1,0,0
WEB00053212,C013407,2024-03-17,Android,Direct,14,3.1,1,1,1
WEB00053213,C004343,2025-04-30,iOS,,6,6.7,0,0,0
WEB00053214,C011056,2023-03-28,Desktop,Direct,9,2.3,0,0,0
WEB00053215,C000423,2025-01-23,Android,Referral,11,18.1,1,0,0
WEB00053216,C018490,2023-07-16,Android,Paid Search,7,2.4,1,0,0
WEB00053217,C029057,2024-08-10,iOS,Direct,7,6.1,0,0,0
WEB00053218,C018227,2023-04-20,iOS,Direct,1,10.8,0,0,0
WEB00053219,C029584,2023-12-31,Desktop,Organic,2,2.9,1,0,0
WEB00053220,C000556,2025-07-21,Android,Organic,10,11.9,1,1,1
WEB00053221,C039222,2023-07-14,iOS,Organic,9,14.1,1,1,1
WEB00053222,C045907,2025-06-19,Android,Referral,9,9.8,0,1,0
WEB00053223,C014653,2024-04-29,iOS,Organic,17,21.8,1,0,0
WEB00053224,C022348,2025-07-10,Desktop,Paid Search,6,4.0,1,0,0
WEB00053225,C017826,2025-06-17,Android,Direct,6,14.7,1,0,0
WEB00053226,C041138,2024-05-12,iOS,Direct,7,16.2,0,1,0
WEB00053227,C043077,2023-07-06,iOS,Direct,11,10.8,0,0,0
WEB00053228,C030045,2023-07-23,Desktop,Referral,4,15.7,0,0,0
WEB00053229,C040307,2023-07-30,Tablet,Direct,7,2.6,1,0,0
WEB00053230,C030445,2024-03-12,Android,Organic,9,9.7,1,1,1
WEB00053231,C004274,2025-11-26,Android,Social,10,7.7,1,0,0
WEB00053232,C000884,2024-04-15,Android,Direct,5,2.2,1,0,0
WEB00053233,C041565,2025-01-24,Android,Organic,3,4.2,1,0,0
WEB00053234,C019263,2024-05-14,Desktop,Paid Search,8,13.1,1,0,0
WEB00053235,C042900,2023-03-08,Desktop,Referral,8,4.6,1,0,0
WEB00053236,C040677,2024-08-12,iOS,Organic,6,7.3,1,1,1
WEB00053237,C029028,2024-10-11,Android,Direct,6,17.0,1,0,0
WEB00053238,C044364,2025-11-12,Desktop,Referral,6,2.8,0,0,0
WEB00053239,C035608,2025-04-22,Android,Social,9,3.7,0,0,0
WEB00053240,C015408,2023-07-03,Desktop,Paid Search,4,13.9,1,0,0
WEB00053241,C011748,2024-12-19,iOS,Social,6,2.4,0,0,0
WEB00053242,C033415,2024-06-06,Desktop,Organic,6,2.2,1,0,0
WEB00053243,C047478,2023-09-25,Android,Referral,5,31.0,1,0,0
WEB00053244,C043564,2024-06-24,Android,Organic,2,8.5,1,0,0
WEB00053245,C026057,2024-08-30,Android,Organic,9,6.3,1,0,0
WEB00053246,C044947,2023-11-14,Android,Direct,6,3.9,1,0,0
WEB00053247,C015782,2025-06-24,Android,Organic,4,12.8,1,0,0
WEB00053248,C000773,2023-08-27,iOS,Direct,6,6.6,0,0,0
WEB00053249,C024796,2024-02-18,Desktop,Referral,6,3.8,0,0,0
WEB00053250,C045916,2023-12-11,iOS,Organic,7,9.9,0,0,0
WEB00053251,C021411,2025-06-16,Android,Direct,8,5.9,1,0,0
WEB00053252,C042311,2023-05-17,Android,Organic,7,1.7,0,0,0
WEB00053253,C033000,2023-09-29,Desktop,Direct,6,7.5,1,0,0
WEB00053254,C027862,2023-11-05,Desktop,Direct,5,11.7,1,1,1
WEB00053255,C001016,2023-07-10,iOS,Social,3,10.5,0,1,0
WEB00053256,C042670,2025-04-02,iOS,Social,5,6.0,0,0,0
WEB00053257,C024237,2024-04-06,Android,Organic,10,13.7,1,1,1
WEB00053258,C018497,2023-09-18,Android,Social,4,8.8,1,0,0
WEB00053259,C031042,2023-01-11,Android,Paid Search,6,6.9,1,0,0
WEB00053260,C025453,2025-09-26,Android,Paid Search,13,30.2,1,0,0
WEB00053261,C031371,2023-05-07,Desktop,Organic,9,5.8,0,0,0
WEB00053262,C028393,2024-12-25,Android,Social,7,16.9,1,0,0
WEB00053263,C021772,2023-03-02,Android,Paid Search,12,11.8,1,0,0
WEB00053264,C035655,2025-07-17,iOS,Paid Search,7,2.5,1,0,0
WEB00053265,C035826,2023-09-03,iOS,Social,6,15.2,1,0,0
WEB00053266,C025740,2025-01-17,Android,,10,14.7,1,0,0
WEB00053267,C028739,2023-04-27,Android,Referral,5,18.2,0,0,0
WEB00053268,C024139,2024-04-30,iOS,Social,8,9.7,0,0,0
WEB00053269,C014813,2024-02-28,Desktop,Direct,6,11.3,0,0,0
WEB00053270,C001823,2024-05-03,iOS,Organic,11,9.2,1,0,0
WEB00053271,C034119,2023-10-10,Android,Organic,6,4.2,1,0,0
WEB00053272,C026080,2024-01-29,Android,Organic,4,1.2,0,0,0
WEB00053273,C002604,2024-10-04,Desktop,Social,5,8.4,0,0,0
WEB00053274,C031235,2023-04-30,iOS,Paid Search,6,8.8,0,0,0
WEB00053275,C016264,2023-06-10,Desktop,Social,11,8.9,0,0,0
WEB00053276,C048952,2024-08-14,Android,Direct,8,11.5,0,1,0
WEB00053277,C040021,2024-01-07,iOS,Paid Search,8,1.9,0,1,0
WEB00053278,C004012,2023-06-19,Android,Social,14,10.7,1,1,1
WEB00053279,C008951,2024-12-05,Android,Organic,14,3.1,1,0,0
WEB00053280,C012656,2023-04-11,Android,Organic,6,5.8,0,0,0
WEB00053281,C044870,2023-07-26,iOS,Social,7,7.3,1,0,0
WEB00053282,C038782,2023-03-31,Android,Organic,3,5.8,0,0,0
WEB00053283,C003858,2025-12-09,Android,Social,4,5.5,0,0,0
WEB00053284,C005847,2023-12-25,Desktop,Referral,3,22.3,1,0,0
WEB00053285,C031141,2025-09-29,iOS,Organic,8,2.8,0,0,0
WEB00053286,C023939,2023-06-30,Android,Organic,5,27.8,1,0,0
WEB00053287,C013710,2025-11-27,Android,Direct,9,7.4,0,0,0
WEB00053288,C015279,2024-05-21,Desktop,Social,8,13.4,0,1,0
WEB00053289,C015692,2024-05-17,iOS,Social,13,26.0,1,1,1
WEB00053290,C041077,2023-06-23,Android,Referral,4,12.5,0,0,0
WEB00053291,C044781,2025-05-13,Desktop,Organic,4,17.1,1,0,0
WEB00053292,C027531,2024-09-22,iOS,Social,4,18.6,1,1,1
WEB00053293,C040837,2025-11-08,iOS,Direct,7,7.0,0,1,0
WEB00053294,C037420,2025-12-19,Android,Paid Search,7,7.2,1,1,1
WEB00053295,C047349,2023-02-23,Desktop,Referral,8,7.2,1,1,1
WEB00053296,C016979,2023-04-06,Desktop,Organic,6,0.9,0,0,0
WEB00053297,C013894,2024-10-10,Desktop,Paid Search,13,13.7,1,1,1
WEB00053298,C043524,2024-12-01,Tablet,Paid Search,10,9.1,1,1,1
WEB00053299,C046261,2025-02-23,Android,Referral,7,0.9,1,0,0
WEB00053300,C012061,2025-04-23,iOS,Organic,17,4.0,1,0,0
WEB00053301,C039293,2024-12-11,Tablet,Paid Search,10,13.6,1,1,1
WEB00053302,C044359,2023-12-14,Android,Referral,4,6.3,1,0,0
WEB00053303,C008777,2023-03-26,Desktop,Paid Search,8,8.2,1,1,1
WEB00053304,C036358,2025-01-19,Android,Organic,8,6.7,0,0,0
WEB00053305,C019107,2025-03-15,iOS,Organic,8,5.2,1,1,1
WEB00053306,C006362,2023-03-31,Desktop,Paid Search,10,10.4,1,0,0
WEB00053307,C007134,2023-09-27,Android,Direct,4,9.2,0,0,0
WEB00053308,C002324,2025-06-28,Tablet,Direct,10,8.5,1,0,0
WEB00053309,C029165,2024-02-24,iOS,Paid Search,14,7.7,1,1,1
WEB00053310,C000456,2024-09-12,Desktop,Organic,4,25.7,0,1,0
WEB00053311,C012810,2025-03-25,Desktop,Referral,3,7.0,0,0,0
WEB00053312,C036174,2023-02-08,iOS,Paid Search,5,5.2,1,0,0
WEB00053313,C049763,2023-05-07,Android,Social,14,15.9,1,1,1
WEB00053314,C015681,2023-05-08,Android,Direct,9,11.8,1,1,1
WEB00053315,C032188,2025-11-29,Android,Social,3,16.1,1,1,1
WEB00053316,C033690,2024-12-02,Tablet,Organic,13,8.2,0,0,0
WEB00053317,C043623,2025-04-22,iOS,Social,9,9.8,1,0,0
WEB00053318,C041655,2025-12-25,iOS,Paid Search,5,2.8,0,0,0
WEB00053319,C006045,2024-12-28,iOS,Referral,5,4.5,1,1,1
WEB00053320,C038685,2023-03-05,Android,Organic,11,13.2,0,1,0
WEB00053321,C016754,2023-05-18,Desktop,Direct,8,9.1,0,0,0
WEB00053322,C030458,2023-03-31,Desktop,Organic,11,3.1,1,0,0
WEB00053323,C048103,2024-02-04,iOS,Social,2,27.6,0,0,0
WEB00053324,C007430,2025-07-23,Android,Social,7,14.0,1,0,0
WEB00053325,C003806,2023-11-13,Android,Social,8,5.4,1,0,0
WEB00053326,C030308,2025-05-29,Android,Referral,4,2.3,0,0,0
WEB00053327,C035642,2023-09-07,iOS,Organic,11,4.8,1,1,1
WEB00053328,C024911,2023-06-28,Desktop,,3,2.9,1,0,0
WEB00053329,C006449,2024-06-11,Android,Organic,10,18.9,1,1,1
WEB00053330,C017044,2025-05-09,iOS,Social,7,8.1,0,0,0
WEB00053331,C041692,2024-12-26,Android,Organic,11,9.1,0,0,0
WEB00053332,C035978,2024-06-02,iOS,Paid Search,7,8.7,0,0,0
WEB00053333,C032654,2024-03-04,Desktop,Social,5,9.2,0,1,0
WEB00053334,C016415,2023-07-08,Desktop,Organic,10,9.2,1,1,1
WEB00053335,C013364,2025-03-09,Desktop,Organic,4,12.7,0,0,0
WEB00053336,C024294,2025-10-01,Desktop,Organic,6,6.5,1,0,0
WEB00053337,C018145,2024-05-12,Android,Paid Search,12,10.0,1,1,1
WEB00053338,C004439,2024-02-15,Android,Direct,11,2.1,1,0,0
WEB00053339,C005707,2025-04-06,Android,Direct,7,5.8,0,0,0
WEB00053340,C024733,2025-05-10,Android,Referral,8,5.7,1,0,0
WEB00053341,C011169,2023-08-08,iOS,Organic,11,5.9,1,0,0
WEB00053342,C025863,2025-10-22,Android,Paid Search,7,10.9,0,1,0
WEB00053343,C027536,2023-06-14,Android,Social,13,4.6,1,0,0
WEB00053344,C019643,2024-08-12,Android,Organic,6,5.3,1,0,0
WEB00053345,C017917,2023-01-01,Desktop,Paid Search,6,17.9,0,0,0
WEB00053346,C032664,2023-01-09,Android,Organic,4,3.8,1,0,0
WEB00053347,C047666,2023-02-08,Android,Organic,6,3.3,1,0,0
WEB00053348,C031277,2025-10-28,Android,Organic,6,2.1,0,0,0
WEB00053349,C048156,2025-08-16,iOS,Organic,3,6.6,0,0,0
WEB00053350,C045837,2025-11-15,Desktop,Organic,10,13.6,1,0,0
WEB00053351,C024005,2023-12-27,Android,Paid Search,11,4.7,0,0,0
WEB00053352,C015191,2023-08-10,Android,Paid Search,10,10.8,1,1,1
WEB00053353,C032662,2023-09-19,iOS,Organic,10,2.3,0,1,0
WEB00053354,C003609,2023-03-11,Desktop,Direct,9,14.9,1,0,0
WEB00053355,C022136,2023-07-18,Android,Paid Search,6,14.6,1,1,1
WEB00053356,C042919,2023-06-10,Desktop,Social,9,4.0,1,1,1
WEB00053357,C025947,2025-08-29,Desktop,Paid Search,7,15.6,0,0,0
WEB00053358,C000086,2023-07-23,iOS,Direct,11,7.7,1,1,1
WEB00053359,C007797,2025-07-28,Desktop,Organic,13,12.3,1,1,1
WEB00053360,C044803,2025-03-26,Desktop,Organic,11,20.2,1,1,1
WEB00053361,C031679,2025-03-31,iOS,Direct,4,5.6,0,0,0
WEB00053362,C004759,2024-08-05,Android,Direct,5,8.8,0,1,0
WEB00053363,C046521,2024-08-27,Android,Referral,8,11.6,1,1,1
WEB00053364,C049887,2024-09-05,Desktop,Organic,3,3.9,0,0,0
WEB00053365,C037859,2024-10-17,Android,Paid Search,1,6.3,1,0,0
WEB00053366,C023531,2023-12-16,Desktop,Organic,10,6.7,1,0,0
WEB00053367,C033639,2025-08-02,iOS,Direct,5,5.8,1,0,0
WEB00053368,C011913,2024-07-25,iOS,Direct,11,2.0,0,0,0
WEB00053369,C002834,2023-09-18,iOS,Paid Search,7,15.1,0,0,0
WEB00053370,C042625,2023-02-18,Tablet,Paid Search,10,9.9,1,0,0
WEB00053371,C003858,2024-02-10,iOS,Direct,6,9.3,1,1,1
WEB00053372,C026095,2023-04-21,iOS,Organic,12,8.2,0,0,0
WEB00053373,C026028,2025-07-30,Tablet,Organic,6,5.0,1,1,1
WEB00053374,C007303,2025-04-28,Android,Paid Search,9,0.7,1,0,0
WEB00053375,C020514,2025-01-23,Android,Organic,6,7.0,0,0,0
WEB00053376,C039857,2025-01-17,Android,Social,8,8.5,1,0,0
WEB00053377,C001519,2023-08-25,Desktop,Organic,9,3.3,1,0,0
WEB00053378,C011606,2023-11-17,Android,Direct,8,8.0,1,0,0
WEB00053379,C007586,2025-11-08,Android,Organic,12,7.9,1,0,0
WEB00053380,C039161,2023-09-01,Android,Organic,5,4.3,1,0,0
WEB00053381,C049224,2025-02-10,Android,Organic,4,11.4,0,0,0
WEB00053382,C033295,2023-04-05,Desktop,Organic,7,2.7,1,0,0
WEB00053383,C026010,2023-07-31,Android,Organic,5,3.8,0,0,0
WEB00053384,C040309,2023-01-16,Android,Organic,8,13.5,1,0,0
WEB00053385,C002799,2025-08-04,iOS,Organic,6,1.7,1,0,0
WEB00053386,C046284,2023-02-22,iOS,Social,10,4.7,0,0,0
WEB00053387,C002333,2025-08-28,Android,Paid Search,9,7.3,0,0,0
WEB00053388,C023804,2025-05-12,iOS,Direct,4,9.6,0,0,0
WEB00053389,C030470,2024-11-13,Desktop,Paid Search,9,2.7,0,0,0
WEB00053390,C017743,2024-06-15,Desktop,Direct,7,7.3,0,0,0
WEB00053391,C029025,2023-12-22,Android,Direct,10,9.7,1,1,1
WEB00053392,C002063,2024-11-18,iOS,Paid Search,7,11.6,1,0,0
WEB00053393,C048027,2024-11-27,Android,Paid Search,7,3.1,1,0,0
WEB00053394,C039446,2023-09-25,Desktop,,8,3.1,0,0,0
WEB00053395,C027678,2025-03-06,Android,Paid Search,8,4.3,1,1,1
WEB00053396,C038852,2025-07-07,Android,Organic,5,5.6,1,0,0
WEB00053397,C022768,2025-01-06,Desktop,Organic,6,25.3,0,0,0
WEB00053398,C038816,2024-06-01,Android,Social,5,20.8,0,0,0
WEB00053399,C041571,2025-01-11,Desktop,Organic,3,4.1,0,0,0
WEB00053400,C042926,2023-09-14,Android,Organic,5,3.0,0,0,0
