Campaign_ID,Customer_ID,Campaign_Type,Send_Date,Opened,Clicked,Purchased,Campaign_Cost
M0001375,C009218,Email,2025-05-14,0,1,1,9.76
M0001376,C035281,Push Notification,2025-10-05,0,0,0,6.71
M0001377,C044527,Push Notification,2024-07-08,0,0,0,19.14
M0001378,C030457,Push Notification,2025-06-03,0,0,0,20.3
M0001379,C021515,Push Notification,2025-12-21,0,0,0,7.08
M0001380,C049517,Push Notification,2024-03-24,0,0,0,7.39
M0001381,C016779,Social Media,2024-05-14,1,1,1,9.9
M0001382,C018969,Email,2023-12-07,0,0,0,20.88
M0001383,C045041,SMS,2023-07-28,0,0,0,16.86
M0001384,C049599,Email,2023-02-06,0,1,0,11.71
M0001385,C018134,Email,2023-12-01,0,0,0,7.38
M0001386,C020660,Email,2025-07-06,0,0,0,18.56
M0001387,C031861,Email,2023-08-01,0,0,0,11.49
M0001388,C009523,Email,2025-09-07,0,0,0,4.57
M0001389,C018314,SMS,2024-10-07,0,0,0,12.33
M0001390,C021430,Social Media,2023-05-23,1,1,0,3.81
M0001391,C020966,Email,2024-04-16,0,0,0,14.37
M0001392,C023623,Email,2024-06-30,1,0,0,9.45
M0001393,C009366,Push Notification,2023-01-28,0,0,0,1.75
M0001394,C041737,Push Notification,2025-08-21,0,0,0,2.63
M0001395,C017077,Social Media,2024-11-01,0,0,0,19.26
M0001396,C026163,Push Notification,2023-12-11,0,0,0,14.97
M0001397,C018094,Email,2023-12-21,0,0,0,13.35
M0001398,C048868,Email,2024-06-26,1,1,1,19.96
M0001399,C005396,SMS,2023-12-15,0,0,0,9.65
M0001400,C040719,Email,2023-08-31,1,1,0,17.47
M0001401,C010072,Email,2024-11-05,0,0,0,9.84
M0001402,C049582,Push Notification,2023-11-27,1,1,0,5.99
M0001403,C020168,SMS,2023-09-24,1,0,0,16.52
M0001404,C045051,Push Notification,2023-07-08,1,0,0,7.04
M0001405,C028288,SMS,2024-01-29,0,0,0,9.88
M0001406,C008337,Push Notification,2024-06-23,1,0,0,7.38
M0001407,C024175,Email,2024-05-16,0,0,0,5.43
M0001408,C036515,SMS,2023-09-08,0,0,0,3.97
M0001409,C023286,Email,2023-05-09,0,0,0,12.29
M0001410,C029319,Email,2025-10-28,1,0,0,21.51
M0001411,C023244,Push Notification,2025-12-26,1,0,0,3.71
M0001412,C017645,Social Media,2025-04-20,0,0,0,15.81
M0001413,C032835,SMS,2024-03-20,0,0,0,14.89
M0001414,C041764,SMS,2023-01-22,0,0,0,15.67
M0001415,C019286,Email,2023-05-15,0,0,0,16.73
M0001416,C003877,Email,2023-08-30,0,0,0,12.68
M0001417,C040156,SMS,2025-04-24,0,0,0,3.99
M0001418,C027624,Push Notification,2025-12-26,0,0,0,5.56
M0001419,C023442,Push Notification,2025-12-09,0,0,0,10.41
M0001420,C018829,SMS,2024-07-03,0,0,0,17.77
M0001421,C040792,Push Notification,2025-09-21,0,0,0,7.85
M0001422,C001068,SMS,2023-02-05,0,0,0,7.89
M0001423,C034569,SMS,2023-01-07,0,0,0,18.99
M0001424,C040400,Push Notification,2024-03-08,1,0,0,16.81
M0001425,C007632,Push Notification,2025-12-06,0,0,0,13.01
M0001426,C036144,Push Notification,2024-10-07,0,0,0,8.04
M0001427,C029126,Push Notification,2023-12-10,0,0,0,3.19
M0001428,C046806,Email,2025-02-01,0,1,0,14.24
M0001429,C028047,Email,2025-11-27,0,0,0,15.88
M0001430,C009958,Push Notification,2025-09-10,0,1,0,11.73
M0001431,C006544,Email,2023-03-23,0,0,0,12.63
M0001432,C004979,Email,2023-01-26,0,0,0,12.46
M0001433,C044070,Push Notification,2024-04-10,0,0,0,0.99
M0001434,C015246,Push Notification,2025-09-14,0,0,0,9.37
M0001435,C004098,Email,2023-01-25,0,0,0,6.26
M0001436,C042200,Push Notification,2023-11-16,0,0,0,1.53
M0001437,C046656,Email,2023-06-15,0,0,0,13.71
M0001438,C041079,Push Notification,2025-04-16,1,1,0,5.68
M0001439,C015229,Push Notification,2025-09-22,0,0,0,10.21
M0001440,C029310,Email,2025-09-29,1,1,1,13.19
M0001441,C037482,Email,2023-06-05,0,0,0,7.47
M0001442,C027735,Email,2023-04-09,1,0,0,6.21
M0001443,C003719,SMS,2025-02-15,1,1,0,9.27
M0001444,C010236,Email,2023-11-13,1,0,0,19.63
M0001445,C012400,SMS,2024-03-10,0,0,0,13.02
M0001446,C041951,SMS,2025-04-24,0,0,0,16.01
M0001447,C037699,Email,2023-07-11,1,0,0,20.79
M0001448,C048411,Push Notification,2025-03-26,0,0,0,10.1
M0001449,C045949,Email,2024-10-25,0,0,0,15.71
M0001450,C037859,Social Media,2023-01-04,0,0,0,6.07
M0001451,C016524,SMS,2025-01-03,1,1,0,10.31
M0001452,C033548,Push Notification,2024-12-09,0,0,0,4.18
M0001453,C048810,SMS,2023-12-28,0,0,0,12.02
M0001454,C006927,SMS,2024-05-07,0,0,1,1.12
M0001455,C002667,Push Notification,2025-10-01,0,0,0,9.89
M0001456,C030323,SMS,2023-06-18,1,0,0,19.96
M0001457,C001019,SMS,2024-07-30,0,0,0,21.51
M0001458,C018250,Social Media,2025-06-28,0,0,0,6.4
M0001459,C048538,SMS,2023-04-08,1,0,0,3.14
M0001460,C006947,Email,2023-06-11,0,0,0,12.72
M0001461,C030242,SMS,2025-12-03,0,1,0,3.28
M0001462,C027162,Email,2024-11-13,0,0,0,20.58
M0001463,C011546,SMS,2024-12-17,0,0,0,21.03
M0001464,C048740,Email,2025-03-29,0,0,0,13.92
M0001465,C019019,Email,2023-11-24,0,0,0,16.14
M0001466,C033393,Push Notification,2025-07-13,1,0,0,21.07
M0001467,C013714,Email,2023-10-15,0,0,0,20.25
M0001468,C007295,Email,2024-01-25,1,0,0,15.53
M0001469,C040002,SMS,2025-07-14,0,0,1,16.48
M0001470,C045927,Push Notification,2023-10-02,0,0,0,1.95
M0001471,C022071,Email,2024-01-04,1,0,0,0.94
M0001472,C029067,Push Notification,2024-09-17,1,1,0,18.76
M0001473,C045746,Email,2025-10-25,0,0,0,9.68
M0001474,C008845,SMS,2024-10-04,0,0,0,4.66
M0001475,C026346,Social Media,2024-04-16,0,1,0,13.94
M0001476,C042455,SMS,2023-09-26,1,0,0,5.28
M0001477,C038029,Email,2023-08-22,0,0,0,13.35
M0001478,C018737,Email,2023-04-27,0,1,0,19.89
M0001479,C027820,Email,2023-06-08,0,0,0,21.22
M0001480,C032968,Email,2025-05-01,1,1,0,14.97
M0001481,C022563,Push Notification,2024-04-05,0,1,0,4.95
M0001482,C046233,Social Media,2023-03-29,1,0,0,18.83
M0001483,C003810,SMS,2025-02-26,0,0,0,4.69
M0001484,C047400,Social Media,2025-07-22,0,0,0,2.02
M0001485,C034787,Push Notification,2023-01-03,1,1,1,5.62
M0001486,C041019,Email,2023-05-03,1,0,0,1.63
M0001487,C034078,Email,2023-01-06,0,1,0,4.98
M0001488,C040165,SMS,2025-11-19,0,0,0,2.35
M0001489,C002961,Email,2023-12-02,0,0,0,2.87
M0001490,C003096,Email,2025-09-25,0,0,0,17.93
M0001491,C031200,Push Notification,2025-09-20,1,1,0,14.29
M0001492,C046860,Push Notification,2024-03-06,0,0,0,16.18
M0001493,C000980,Push Notification,2025-02-22,0,0,0,18.47
M0001494,C037212,Push Notification,2024-07-11,0,0,0,6.42
M0001495,C018319,Email,2025-08-26,0,0,0,3.38
M0001496,C006974,Social Media,2023-01-26,0,0,0,2.5
M0001497,C023056,Email,2025-06-06,1,1,0,16.67
M0001498,C039025,Push Notification,2024-06-23,0,0,0,1.83
M0001499,C028861,Email,2025-06-20,0,0,0,17.96
M0001500,C033869,SMS,2024-11-28,0,0,0,2.03
M0001501,C023019,Email,2024-09-16,0,0,0,1.92
M0001502,C008476,SMS,2024-03-17,0,0,0,9.78
M0001503,C032914,SMS,2025-06-18,0,0,0,21.24
M0001504,C028941,Push Notification,2025-06-17,1,0,0,16.76
M0001505,C026325,Push Notification,2024-07-20,1,0,0,7.59
M0001506,C042170,Email,2025-06-22,0,0,0,21.65
M0001507,C010946,Email,2024-04-15,0,0,0,6.93
M0001508,C025656,SMS,2023-10-10,0,1,0,8.41
M0001509,C047521,Email,2023-04-07,0,0,0,20.1
M0001510,C033775,Push Notification,2023-07-08,1,0,0,21.94
M0001511,C047332,Push Notification,2023-06-02,0,0,0,14.37
M0001512,C017096,Push Notification,2023-01-17,0,0,0,20.09
M0001513,C032028,Push Notification,2025-12-19,1,0,0,19.57
M0001514,C024976,Social Media,2025-11-17,1,0,0,10.77
M0001515,C016612,SMS,2023-02-13,0,0,0,12.87
M0001516,C002595,Push Notification,2023-11-08,0,0,0,4.09
M0001517,C036959,SMS,2024-03-31,0,0,0,7.8
M0001518,C011076,SMS,2025-07-23,0,0,0,10.62
M0001519,C005563,Push Notification,2025-04-09,0,0,0,10.73
M0001520,C012961,SMS,2023-02-23,1,0,0,13.58
M0001521,C017536,Email,2023-12-11,0,0,0,17.02
M0001522,C018107,Push Notification,2023-06-22,1,0,0,8.89
M0001523,C031858,Push Notification,2024-01-19,0,0,0,14.52
M0001524,C036681,SMS,2025-12-25,0,0,0,9.77
M0001525,C036424,Push Notification,2025-12-16,0,0,0,11.94
M0001526,C002528,Push Notification,2024-10-24,0,0,0,1.89
M0001527,C033066,SMS,2023-10-06,1,0,0,4.39
M0001528,C028493,Social Media,2023-04-15,1,0,0,6.33
M0001529,C019961,SMS,2025-07-05,0,0,1,3.37
M0001530,C047593,Email,2023-04-03,0,0,0,18.21
M0001531,C044986,SMS,2025-11-03,0,0,0,20.46
M0001532,C004983,SMS,2025-03-18,1,0,0,21.53
M0001533,C009528,SMS,2024-03-17,0,0,0,2.66
M0001534,C002135,Push Notification,2024-05-15,0,0,0,0.99
M0001535,C018655,Push Notification,2024-05-14,0,0,0,5.85
M0001536,C045274,Push Notification,2025-12-11,0,1,0,4.98
M0001537,C037977,Email,2023-06-15,0,1,0,19.91
M0001538,C011167,Email,2024-08-14,0,0,0,19.99
M0001539,C046500,Email,2023-01-12,0,0,0,15.37
M0001540,C031351,SMS,2023-12-28,0,0,0,13.3
M0001541,C038856,SMS,2023-06-03,0,0,0,3.42
M0001542,C004405,SMS,2023-11-28,1,0,0,7.6
M0001543,C048340,Email,2023-12-12,0,0,0,4.13
M0001544,C035058,Email,2023-01-09,0,0,0,18.67
M0001545,C048642,SMS,2024-05-21,0,0,0,17.5
M0001546,C041682,Push Notification,2025-05-23,0,0,0,16.48
M0001547,C048619,Push Notification,2024-01-22,0,0,0,14.66
M0001548,C037170,Push Notification,2025-04-04,0,0,0,21.77
M0001549,C007722,Social Media,2024-04-10,0,0,0,13.3
M0001550,C013455,Email,2025-07-31,1,0,0,21.97
M0001551,C047657,Email,2025-05-14,0,0,0,3.21
M0001552,C030353,Push Notification,2025-09-09,0,0,0,6.71
M0001553,C030442,Email,2025-04-02,1,0,0,8.28
M0001554,C047941,Email,2023-06-07,0,0,0,8.02
M0001555,C008247,Push Notification,2024-03-15,0,0,0,8.75
M0001556,C022038,Push Notification,2024-10-02,1,1,0,20.93
M0001557,C026941,Push Notification,2024-02-09,0,1,1,17.45
M0001558,C049549,Push Notification,2023-05-07,0,0,0,17.09
M0001559,C003597,Push Notification,2023-11-13,0,0,0,3.63
M0001560,C029996,Email,2023-06-24,1,0,0,15.7
M0001561,C009965,Push Notification,2024-05-02,0,0,0,11.62
M0001562,C036102,Push Notification,2025-08-21,0,0,0,21.92
M0001563,C022721,SMS,2024-01-09,1,0,0,11.27
M0001564,C017806,Social Media,2025-05-25,0,0,0,7.9
M0001565,C033567,Email,2023-09-08,1,0,0,18.7
M0001566,C038012,SMS,2025-06-16,0,0,1,14.25
M0001567,C007031,Email,2025-09-12,0,0,0,10.02
M0001568,C049218,SMS,2025-05-23,0,0,0,19.69
M0001569,C002872,Push Notification,2024-11-02,1,1,0,5.45
M0001570,C021448,Push Notification,2023-04-20,1,0,0,6.27
M0001571,C020273,Email,2024-10-15,0,0,0,13.04
M0001572,C012478,Push Notification,2023-02-16,0,0,0,17.56
M0001573,C018680,Push Notification,2023-01-25,0,1,0,12.71
M0001574,C001075,Push Notification,2024-07-09,0,0,0,19.09
M0001575,C007072,Email,2025-09-17,0,0,0,13.75
M0001576,C010392,Email,2025-09-14,0,0,0,19.75
M0001577,C014914,Push Notification,2024-10-09,0,0,0,16.66
M0001578,C046043,SMS,2023-01-15,0,0,0,15.78
M0001579,C023026,Social Media,2025-04-15,1,0,1,20.56
M0001580,C032093,Email,2023-08-05,0,0,0,20.92
M0001581,C033598,Email,2023-07-28,1,0,0,18.26
M0001582,C011637,Email,2024-11-28,0,0,0,6.41
M0001583,C034915,Push Notification,2023-08-24,0,0,0,20.88
M0001584,C029406,Push Notification,2025-02-18,1,0,0,18.01
M0001585,C027988,Push Notification,2023-09-03,0,0,0,12.93
M0001586,C009843,SMS,2024-09-17,0,0,0,14.12
M0001587,C049842,Email,2023-12-28,0,0,0,20.92
M0001588,C043757,SMS,2023-11-26,1,1,0,16.41
M0001589,C024389,Email,2023-10-25,0,0,0,19.98
M0001590,C040716,Push Notification,2023-04-27,1,0,0,21.09
M0001591,C038801,Email,2024-05-09,0,0,0,4.13
M0001592,C044690,Email,2023-08-22,1,1,0,17.01
M0001593,C007333,Push Notification,2024-10-28,0,0,0,8.21
M0001594,C034100,SMS,2024-03-08,0,0,1,13.59
M0001595,C031215,Push Notification,2024-07-21,1,0,0,12.3
M0001596,C038446,SMS,2024-06-16,1,0,0,9.48
M0001597,C016231,Email,2025-10-15,0,0,0,2.12
M0001598,C028437,Email,2025-04-18,0,0,1,21.6
M0001599,C049850,Email,2024-10-12,0,0,0,5.1
M0001600,C045648,Push Notification,2025-03-07,0,0,0,8.15
M0001601,C040970,Social Media,2025-06-25,1,0,0,10.76
M0001602,C018263,Email,2024-11-09,1,0,0,15.86
M0001603,C035657,SMS,2024-06-17,1,0,0,18.34
M0001604,C025612,Email,2023-04-18,0,0,0,11.32
M0001605,C003765,SMS,2025-03-04,0,0,0,20.28
M0001606,C048027,Push Notification,2024-07-20,0,0,1,5.42
M0001607,C011368,Email,2025-09-28,1,0,0,13.45
M0001608,C048441,Email,2024-04-26,0,0,0,3.9
M0001609,C021498,Email,2024-07-30,0,0,0,3.62
M0001610,C034574,Email,2024-03-31,0,0,0,13.58
M0001611,C010659,SMS,2023-11-17,1,0,0,18.47
M0001612,C010211,Email,2024-12-06,0,1,1,21.82
M0001613,C042968,Email,2023-09-20,1,0,0,13.09
M0001614,C040360,Social Media,2024-06-04,0,0,0,1.97
M0001615,C018035,Social Media,2024-07-14,0,0,0,9.4
M0001616,C034527,SMS,2025-06-06,0,0,0,10.91
M0001617,C036761,Push Notification,2025-10-18,0,0,0,10.11
M0001618,C007444,SMS,2024-01-23,0,0,0,21.73
M0001619,C015646,SMS,2024-02-18,0,1,0,10.1
M0001620,C041990,Email,2025-08-18,0,1,0,14.35
M0001621,C014273,Social Media,2023-02-01,0,0,0,9.63
M0001622,C049856,Email,2024-10-15,1,0,0,3.55
M0001623,C023719,Email,2024-05-09,0,0,0,16.43
M0001624,C024969,Push Notification,2024-12-08,0,1,0,4.31
M0001625,C048602,Push Notification,2025-10-17,0,0,0,6.26
M0001626,C014500,Email,2025-08-20,0,1,0,16.18
M0001627,C029889,Email,2023-11-09,0,0,0,4.99
M0001628,C003587,Email,2025-09-08,0,0,1,3.32
M0001629,C001898,Email,2024-04-17,0,0,1,19.77
M0001630,C038600,Push Notification,2023-05-26,0,0,0,18.08
M0001631,C041169,Social Media,2023-11-12,0,0,0,3.39
M0001632,C006756,SMS,2023-07-03,0,0,0,12.12
M0001633,C028255,Email,2023-05-09,1,1,0,4.45
M0001634,C037035,Email,2023-10-21,0,0,0,4.13
M0001635,C001573,Push Notification,2023-04-24,0,0,0,17.47
M0001636,C027377,Email,2023-09-14,0,0,1,18.18
M0001637,C025013,Email,2023-04-12,0,0,0,5.16
M0001638,C032733,Social Media,2023-02-01,0,0,0,6.86
M0001639,C025824,Social Media,2024-04-27,1,1,0,11.16
M0001640,C014133,Email,2023-03-25,0,1,0,1.75
M0001641,C024327,Push Notification,2025-06-10,0,0,0,13.95
M0001642,C042745,Email,2024-06-08,1,0,0,13.66
M0001643,C005859,Push Notification,2023-03-17,0,0,0,9.76
M0001644,C021373,Push Notification,2025-06-04,0,0,0,20.43
M0001645,C005918,Push Notification,2024-10-01,0,0,0,8.73
M0001646,C036044,Push Notification,2025-01-14,0,0,0,21.92
M0001647,C039840,Push Notification,2023-12-12,0,0,0,14.61
M0001648,C022677,SMS,2024-10-30,0,0,0,2.66
M0001649,C007058,Email,2025-04-23,0,0,0,11.5
M0001650,C044933,Push Notification,2024-01-22,0,0,0,18.64
M0001651,C044331,Email,2025-01-15,0,0,0,12.05
M0001652,C040663,SMS,2025-03-14,1,1,0,15.57
M0001653,C044655,Email,2025-03-04,0,0,0,14.38
M0001654,C002340,Email,2025-10-14,1,0,0,11.29
M0001655,C020105,Email,2025-02-04,0,0,0,8.48
M0001656,C021996,Push Notification,2025-06-18,0,0,1,8.54
M0001657,C033135,Email,2024-01-21,1,1,0,7.66
M0001658,C006184,Push Notification,2024-11-07,1,0,0,12.13
M0001659,C031378,Email,2024-10-29,0,0,0,1.18
M0001660,C014215,SMS,2023-01-10,0,0,0,15.22
M0001661,C027808,SMS,2025-06-16,0,0,0,8.08
M0001662,C048077,Social Media,2025-05-01,1,0,0,9.42
M0001663,C022256,SMS,2023-01-23,0,0,0,16.65
M0001664,C014961,Push Notification,2023-08-05,0,0,0,3.11
M0001665,C049539,Social Media,2025-10-18,1,0,1,11.66
M0001666,C047478,Push Notification,2025-05-11,0,0,0,13.83
M0001667,C047660,Email,2025-06-18,0,0,0,13.35
M0001668,C003578,Push Notification,2023-04-01,1,0,0,6.47
M0001669,C015773,SMS,2025-01-15,0,0,0,9.85
M0001670,C015456,Push Notification,2025-05-26,0,0,0,7.66
M0001671,C048148,Email,2025-06-15,0,0,0,7.64
M0001672,C017928,Email,2025-09-19,0,0,0,9.72
M0001673,C029879,Push Notification,2025-03-06,1,0,0,11.02
M0001674,C005883,Push Notification,2024-08-25,0,0,0,9.25
M0001675,C022327,Email,2024-08-07,0,0,0,1.13
M0001676,C026975,Social Media,2024-02-27,0,0,0,9.63
M0001677,C044234,Push Notification,2024-06-23,0,0,0,9.96
M0001678,C046671,Email,2025-12-02,1,0,0,13.46
M0001679,C015938,Push Notification,2025-05-17,1,0,0,3.23
M0001680,C024568,Social Media,2025-02-19,0,0,0,7.2
M0001681,C035381,Social Media,2025-02-20,1,0,0,7.56
M0001682,C020784,Push Notification,2024-12-15,0,0,0,16.62
M0001683,C048493,SMS,2024-08-14,1,1,0,21.83
M0001684,C037051,Email,2024-11-17,0,0,0,13.35
M0001685,C009870,Push Notification,2025-02-25,0,0,0,15.89
M0001686,C006334,Email,2023-02-04,0,0,0,12.42
M0001687,C024694,Push Notification,2024-06-04,0,0,0,1.92
M0001688,C010632,Email,2024-04-28,1,1,0,7.28
M0001689,C035685,SMS,2025-09-25,0,0,0,11.29
M0001690,C009742,Social Media,2025-09-30,0,0,0,18.37
M0001691,C028273,SMS,2025-05-03,1,0,0,1.61
M0001692,C007069,Push Notification,2024-12-08,0,0,0,18.64
M0001693,C021487,Push Notification,2023-05-30,1,0,0,4.37
M0001694,C034593,SMS,2024-04-30,0,0,0,20.02
M0001695,C015645,Push Notification,2024-07-18,0,0,0,5.73
M0001696,C037383,Social Media,2024-12-17,0,0,0,11.23
M0001697,C025658,SMS,2025-03-06,1,1,0,12.14
M0001698,C039232,Email,2025-08-28,0,0,0,18.6
M0001699,C025460,Social Media,2023-11-21,0,0,0,9.47
M0001700,C043846,SMS,2023-08-19,0,0,0,21.01
M0001701,C037114,Social Media,2025-08-30,0,0,0,4.61
M0001702,C009648,Email,2024-05-15,0,1,1,1.89
M0001703,C016816,Email,2025-06-29,1,0,0,16.05
M0001704,C039069,Email,2025-12-27,0,0,0,14.53
M0001705,C042659,SMS,2024-11-12,0,0,0,9.72
M0001706,C022349,Email,2023-03-10,1,0,0,7.96
M0001707,C003037,Email,2024-12-02,0,0,0,5.71
M0001708,C019268,Social Media,2024-11-22,0,0,0,4.47
M0001709,C019894,Email,2025-01-17,0,0,0,16.66
M0001710,C014861,SMS,2024-07-20,0,0,0,16.98
M0001711,C007110,Push Notification,2025-05-10,0,0,0,20.16
M0001712,C015457,Push Notification,2024-06-11,1,0,0,12.27
M0001713,C008265,SMS,2024-08-04,0,0,0,19.57
M0001714,C049848,SMS,2023-04-27,1,0,0,15.69
M0001715,C027938,Email,2023-06-22,0,0,0,4.81
M0001716,C035798,SMS,2025-04-08,1,0,1,8.08
M0001717,C027197,Email,2023-11-10,0,0,0,13.15
M0001718,C009580,Social Media,2023-04-10,0,0,0,5.46
M0001719,C003413,Email,2025-02-01,0,1,0,5.44
M0001720,C005769,SMS,2023-05-08,0,0,0,7.04
M0001721,C032694,Email,2023-08-17,0,0,0,7.12
M0001722,C006537,Email,2023-07-25,0,0,0,8.03
M0001723,C044098,Push Notification,2024-05-16,1,0,0,13.0
M0001724,C032354,Email,2024-01-07,0,0,0,19.49
M0001725,C019736,SMS,2023-03-14,0,0,0,16.07
M0001726,C008336,Push Notification,2024-05-22,0,0,0,1.79
M0001727,C021164,Email,2023-06-07,0,0,0,2.65
M0001728,C003460,Push Notification,2023-09-10,0,0,0,5.48
M0001729,C002115,Email,2024-08-15,0,0,0,16.35
M0001730,C027109,Email,2024-01-25,0,0,0,9.51
M0001731,C007970,SMS,2023-10-19,0,0,0,4.81
M0001732,C017700,Push Notification,2023-08-26,0,0,0,16.97
M0001733,C037574,Email,2025-12-03,1,0,0,9.01
M0001734,C035550,Social Media,2023-02-05,0,1,1,17.8
M0001735,C042441,SMS,2025-07-08,0,0,0,8.48
M0001736,C043060,SMS,2023-08-28,0,0,0,7.11
M0001737,C033885,Email,2025-04-01,1,1,0,3.03
M0001738,C017220,Email,2025-09-26,0,0,0,13.85
M0001739,C037674,Push Notification,2024-06-25,0,0,0,3.98
M0001740,C024253,Email,2024-12-20,0,0,0,14.54
M0001741,C037013,Email,2024-05-29,1,0,0,4.7
M0001742,C016271,SMS,2023-04-12,0,0,0,15.52
M0001743,C048572,Push Notification,2025-06-09,0,0,0,6.37
M0001744,C025699,Email,2023-11-28,0,1,0,16.58
M0001745,C022326,SMS,2023-07-05,0,0,0,6.15
M0001746,C008435,Email,2023-12-07,0,0,0,16.6
M0001747,C041734,Email,2025-01-04,0,1,0,17.13
M0001748,C002651,Social Media,2023-12-18,0,0,0,19.89
M0001749,C025723,SMS,2023-11-05,0,0,0,16.7
M0001750,C043101,SMS,2024-06-18,0,0,0,21.47
M0001751,C045595,Email,2023-07-20,0,0,0,16.65
M0001752,C005339,Push Notification,2025-08-30,1,1,0,16.48
M0001753,C017672,Push Notification,2023-09-24,0,0,0,9.48
M0001754,C017657,Push Notification,2025-10-04,0,0,0,11.97
M0001755,C026704,SMS,2025-07-31,0,0,0,3.9
M0001756,C048643,Push Notification,2023-09-03,0,1,0,9.19
M0001757,C047970,Push Notification,2023-06-16,0,0,1,3.66
M0001758,C041990,Social Media,2023-10-11,0,0,0,9.34
M0001759,C040751,Social Media,2023-01-09,0,0,0,7.88
M0001760,C045766,SMS,2025-08-31,0,0,0,1.67
M0001761,C023861,Email,2023-06-07,1,0,0,15.5
M0001762,C038813,Push Notification,2025-10-16,1,0,0,10.53
M0001763,C024298,Email,2023-10-01,0,0,0,2.1
M0001764,C042913,Push Notification,2023-05-13,0,0,0,6.67
M0001765,C020488,Email,2024-07-26,0,0,0,11.56
M0001766,C046548,SMS,2024-02-12,0,0,0,17.53
M0001767,C021747,Email,2024-12-04,0,0,0,21.43
M0001768,C005390,Email,2023-08-17,0,0,0,7.56
M0001769,C034660,SMS,2024-07-14,0,1,0,5.89
M0001770,C044194,Email,2023-09-16,0,1,0,16.28
M0001771,C011549,SMS,2023-06-14,0,0,0,5.78
M0001772,C037944,Email,2024-04-11,0,0,0,14.01
M0001773,C026679,Email,2025-06-03,1,0,0,13.5
M0001774,C024125,Email,2023-04-26,1,1,0,12.13
M0001775,C048809,SMS,2023-05-27,0,0,0,20.93
M0001776,C030974,Email,2024-07-31,1,0,0,6.52
M0001777,C037460,Push Notification,2024-01-24,0,0,0,2.99
M0001778,C008825,SMS,2023-11-14,0,0,0,14.1
M0001779,C026559,Push Notification,2024-10-27,0,0,0,12.32
M0001780,C027093,Email,2025-02-03,0,0,0,15.01
M0001781,C012308,SMS,2023-08-28,0,0,0,8.31
M0001782,C027620,Email,2023-11-05,1,0,0,18.36
M0001783,C037010,Email,2024-09-14,0,0,0,2.36
M0001784,C014513,SMS,2025-04-09,0,0,0,20.14
M0001785,C034177,Social Media,2024-04-24,0,0,0,8.86
M0001786,C012600,Email,2023-03-24,1,0,0,12.84
M0001787,C004283,Push Notification,2023-02-22,0,0,0,17.32
M0001788,C005331,Email,2023-01-02,0,0,0,13.49
M0001789,C028416,SMS,2023-10-16,1,1,0,13.35
M0001790,C022580,Push Notification,2024-07-09,0,0,0,15.57
M0001791,C008479,Email,2024-01-04,1,0,0,18.21
M0001792,C040511,Email,2025-06-16,0,0,0,20.52
M0001793,C004772,Email,2023-03-13,1,0,0,18.4
M0001794,C040245,Email,2024-03-22,0,0,0,7.91
M0001795,C030741,SMS,2024-09-11,0,0,0,14.99
M0001796,C024109,Email,2024-03-16,0,0,0,13.92
M0001797,C013690,Push Notification,2025-06-04,0,1,0,6.41
M0001798,C048481,Push Notification,2024-05-31,0,0,0,6.22
M0001799,C026580,Push Notification,2023-07-10,0,0,0,21.44
M0001800,C008057,Email,2023-05-18,0,0,0,8.45
M0001801,C022505,Email,2024-04-05,0,0,0,10.05
M0001802,C044527,Push Notification,2024-05-02,0,0,1,21.68
M0001803,C007082,SMS,2025-07-31,0,0,0,5.68
M0001804,C016605,SMS,2024-04-09,0,0,0,1.84
M0001805,C029098,Email,2025-02-28,1,0,0,13.77
M0001806,C042435,Email,2025-03-05,0,0,0,10.65
M0001807,C022294,Email,2024-06-10,0,0,0,13.42
M0001808,C029411,Social Media,2024-03-26,0,0,0,8.16
M0001809,C013903,Push Notification,2025-12-30,0,1,0,11.97
M0001810,C038591,Email,2025-09-17,1,0,1,9.34
M0001811,C045297,Email,2024-01-27,1,0,0,0.9
M0001812,C044746,Push Notification,2023-02-05,1,0,0,13.56
M0001813,C019122,Push Notification,2024-03-29,1,0,0,2.09
M0001814,C043944,Email,2025-01-22,1,0,0,8.56
M0001815,C008145,Push Notification,2024-08-12,1,0,0,8.98
M0001816,C041735,SMS,2023-05-20,1,0,0,8.52
M0001817,C042337,Email,2025-05-18,0,0,0,10.04
M0001818,C031192,Email,2023-10-25,0,0,0,20.53
M0001819,C007453,Email,2024-12-17,0,0,0,3.64
M0001820,C034542,Email,2025-07-14,1,0,0,7.4
M0001821,C014947,Email,2024-09-14,0,0,0,10.66
M0001822,C022509,Push Notification,2025-09-07,0,0,0,3.17
M0001823,C034098,Email,2024-11-30,0,1,1,14.3
M0001824,C012848,Email,2023-03-15,0,0,0,20.24
M0001825,C004860,SMS,2025-06-15,0,0,0,4.02
M0001826,C029442,Push Notification,2024-10-06,0,1,0,8.93
M0001827,C025429,Push Notification,2024-09-13,0,0,0,9.19
M0001828,C014326,Push Notification,2023-10-12,0,0,0,13.03
M0001829,C012664,Email,2024-06-24,0,0,0,18.88
M0001830,C047539,Email,2025-03-26,0,0,0,0.81
M0001831,C011436,Push Notification,2024-05-29,1,0,0,13.09
M0001832,C034220,Email,2023-04-24,0,0,0,7.31
M0001833,C026799,Email,2024-01-08,0,0,0,9.79
M0001834,C040432,Push Notification,2025-10-22,0,0,0,7.13
