Customer_ID,Gender,Age,Marital_Status,City,State,Income_Bracket,Annual_Income,Occupation,Customer_Segment,Signup_Date,Loyalty_Tier,Preferred_Channel,App_User_Flag,Credit_Score,Household_Size,Tenure_Months,Last_Login_Days_Ago
C008879,Male,41,Married,Maharashtra City 1,Maharashtra,Low,300348.0,Salaried,Regular,2020-12-10,Silver,Website,0,673,1,44,26
C008880,Male,27,Single,West Bengal City 1,West Bengal,,939073.0,Salaried,Premium,2025-12-11,Gold,Mobile App,0,685,2,58,21
C008881,Male,44,Single,Karnataka City 2,Karnataka,Medium,1110878.0,Salaried,Regular,2017-02-11,Platinum,Website,1,747,2,24,117
C008882,Male,47,Single,Gujarat City 2,Gujarat,Low,465266.0,Salaried,Premium,2020-05-26,Silver,Website,1,694,5,117,57
C008883,Female,33,Married,Delhi City 3,Delhi,High,2026667.0,Salaried,Regular,2018-10-07,Bronze,Mobile App,1,639,2,56,64
C008884,Female,28,Single,Maharashtra City 3,Maharashtra,Medium,792186.0,Salaried,Regular,2017-01-09,Bronze,Website,0,674,5,9,35
C008885,Female,38,Married,Karnataka City 3,Karnataka,High,2088626.0,Salaried,Value Seeker,2016-05-13,Gold,Website,1,774,2,17,30
C008886,Female,29,Married,Karnataka City 2,Karnataka,Medium,772817.0,Self Employed,Deal Hunter,2024-12-26,Gold,Mobile App,1,850,1,63,5
C008887,Male,28,Single,Delhi City 2,Delhi,Low,501580.0,Self Employed,Regular,2019-03-27,Bronze,Mobile App,1,667,3,9,25
C008888,Female,49,Married,Telangana City 3,Telangana,Medium,988134.0,Student,Value Seeker,2016-04-13,Bronze,Mobile App,0,697,4,70,53
C008889,Female,21,Single,Karnataka City 1,Karnataka,Low,2496500.404340154,Self Employed,Regular,2023-08-21,Bronze,Mobile App,1,501,3,96,66
C008890,Female,40,Married,Uttar Pradesh City 1,Uttar Pradesh,Low,390437.0,,Regular,2017-04-28,Gold,Website,1,641,5,93,48
C008891,Female,41,Married,Telangana City 1,Telangana,High,1467851.0,Self Employed,Value Seeker,2023-04-11,Platinum,Physical Store,0,769,1,13,13
C008892,Male,18,Single,Telangana City 3,Telangana,Low,477797.0,Student,Regular,2020-08-18,Silver,Website,1,761,3,100,9
C008893,Male,24,Single,Maharashtra City 1,Maharashtra,High,,Student,Regular,2024-12-14,Silver,Mobile App,0,733,3,82,4
C008894,Female,19,Single,West Bengal City 3,West Bengal,Medium,744588.0,Self Employed,Value Seeker,2020-12-28,Bronze,Physical Store,0,631,2,46,72
C008895,Male,33,Single,Uttar Pradesh City 1,Uttar Pradesh,Low,315033.0,Salaried,Value Seeker,2023-03-30,Silver,Physical Store,0,691,3,118,106
C008896,Female,44,Married,West Bengal City 2,West Bengal,Low,457640.0,Student,Regular,2023-05-22,Gold,Website,1,667,3,75,8
C008897,Female,24,Single,Maharashtra City 2,Maharashtra,Medium,647310.0,Homemaker,Regular,2020-09-06,Silver,Physical Store,0,773,2,73,150
C008898,Female,41,Married,Delhi City 2,Delhi,Medium,1087946.0,Self Employed,Regular,2025-11-03,Gold,Website,0,719,4,18,2
C008899,Female,22,Married,Maharashtra City 1,Maharashtra,Medium,,Student,Value Seeker,2019-12-03,Platinum,Mobile App,0,807,3,45,17
C008900,Female,37,Married,Maharashtra City 1,Maharashtra,Medium,1090550.0,Self Employed,Value Seeker,2017-04-10,Silver,Website,0,660,3,64,67
C008901,Male,46,Married,Tamil Nadu City 2,Tamil Nadu,Low,292455.0,Retired,Value Seeker,2020-04-18,Silver,Mobile App,0,688,4,77,30
C008902,Male,56,Single,Tamil Nadu City 3,Tamil Nadu,,,Student,Deal Hunter,2025-08-27,Bronze,Website,0,670,3,8,54
C008903,Male,43,Married,Tamil Nadu City 1,Tamil Nadu,Medium,,Student,Premium,2022-06-08,Bronze,Physical Store,0,577,3,46,33
C008904,Female,29,Single,Maharashtra City 3,Maharashtra,Low,298723.0,Salaried,Premium,2024-12-03,Silver,Mobile App,0,743,6,118,3
C008905,Female,24,Single,Maharashtra City 2,Maharashtra,Medium,784279.0,Salaried,Value Seeker,2022-04-11,Silver,Website,0,638,3,30,4
C008906,Male,38,Single,Karnataka City 3,Karnataka,Medium,481845.0,Salaried,Regular,2017-12-04,Silver,Mobile App,1,695,3,70,32
C008907,Female,43,Single,Tamil Nadu City 1,Tamil Nadu,High,1298502.0,Student,Regular,2023-02-24,Bronze,Website,1,598,2,26,39
C008908,Female,42,Married,Delhi City 3,Delhi,High,1643873.0,Salaried,Regular,2018-04-10,Silver,Website,0,647,3,36,22
C008909,Female,54,Single,Delhi City 2,Delhi,Medium,789638.0,Salaried,Premium,2017-08-30,Bronze,Mobile App,1,826,4,69,47
C008910,Female,43,Single,Telangana City 1,Telangana,High,2658550.0,Retired,Value Seeker,2022-07-23,Bronze,Mobile App,0,730,2,44,45
C008911,Female,37,Single,Tamil Nadu City 3,Tamil Nadu,Medium,888829.0,Salaried,Regular,2022-12-26,Bronze,Website,0,721,3,36,38
C008912,Female,57,Married,Karnataka City 2,Karnataka,Medium,610451.0,Homemaker,Value Seeker,2016-04-03,Bronze,Website,1,732,3,15,104
C008913,Female,27,Married,Tamil Nadu City 3,Tamil Nadu,High,1817151.0,Self Employed,Deal Hunter,2024-12-22,Bronze,Mobile App,1,603,2,27,102
C008914,Male,47,Single,Karnataka City 1,Karnataka,Medium,1020495.0,Salaried,Regular,2017-04-25,Platinum,Mobile App,0,834,1,6,103
C008915,Male,21,Married,Karnataka City 1,Karnataka,,1159736.0,Salaried,Deal Hunter,2023-08-17,Bronze,Website,1,678,2,72,157
C008916,Female,43,Married,Uttar Pradesh City 1,Uttar Pradesh,Medium,875098.0,Homemaker,Value Seeker,2020-11-15,Gold,Physical Store,0,746,3,21,3
C008917,Female,38,Single,Telangana City 1,Telangana,High,1603625.0,Student,Value Seeker,2022-02-19,Silver,Physical Store,0,715,3,79,157
C008918,Male,37,Married,Tamil Nadu City 2,Tamil Nadu,,305759.0,Salaried,Value Seeker,2019-12-15,Gold,Website,1,683,3,44,48
C008919,Male,36,Divorced,Maharashtra City 1,Maharashtra,Low,423499.0,Salaried,Value Seeker,2019-11-17,Bronze,Website,1,532,4,99,50
C008920,Male,45,Married,Gujarat City 1,Gujarat,Medium,543078.0,,Deal Hunter,2024-07-23,Bronze,Website,1,772,3,2,144
C008921,Female,37,Married,Rajasthan City 2,Rajasthan,Low,199561.0,Homemaker,Regular,2023-07-31,Silver,Mobile App,1,724,2,40,0
C008922,Female,36,Divorced,Kerala City 2,Kerala,High,,Student,Regular,2020-01-26,Platinum,Website,0,850,2,119,0
C008923,Male,38,Single,Karnataka City 2,Karnataka,High,,Student,Value Seeker,2022-07-04,Bronze,Mobile App,1,632,4,72,23
C008924,Male,49,Single,Maharashtra City 2,Maharashtra,Medium,760585.0,Salaried,Regular,2025-05-23,Bronze,Physical Store,1,564,2,59,21
C008925,Female,47,Married,Karnataka City 1,Karnataka,,515878.0,Salaried,Deal Hunter,2016-02-05,Gold,Website,1,645,3,112,42
C008926,Female,48,Single,Karnataka City 1,Karnataka,Medium,1161546.0,Homemaker,Regular,2018-09-07,Bronze,Mobile App,0,771,5,77,32
C008927,Male,18,Married,Kerala City 3,Kerala,Medium,735655.0,Salaried,Premium,2020-08-04,Gold,Physical Store,1,756,3,27,29
C008928,Male,33,Single,Maharashtra City 1,Maharashtra,Low,310331.0,Salaried,Premium,2022-01-23,Bronze,Mobile App,0,663,5,37,38
C008929,Female,32,Single,Karnataka City 3,Karnataka,Medium,598588.0,Salaried,Value Seeker,2022-11-24,Bronze,Website,0,644,1,27,54
C008930,Male,37,Married,Maharashtra City 2,Maharashtra,Low,394058.0,Salaried,Regular,2016-11-01,Gold,Physical Store,1,771,6,75,0
C008931,Male,28,Single,Maharashtra City 2,Maharashtra,Low,478425.0,Retired,Value Seeker,2018-12-09,Silver,Physical Store,1,821,4,108,0
C008932,Male,27,Single,Uttar Pradesh City 2,Uttar Pradesh,Medium,878483.0,Student,Deal Hunter,2025-01-20,Bronze,Physical Store,0,682,2,52,49
C008933,Female,26,Married,Telangana City 1,Telangana,Medium,1113012.0,Salaried,Value Seeker,2021-08-16,Bronze,Mobile App,0,796,4,79,88
C008934,Male,19,Married,Delhi City 2,Delhi,Low,467573.0,Salaried,Premium,2019-03-23,Silver,Website,0,645,2,85,8
C008935,Male,49,Married,Karnataka City 3,Karnataka,Low,408669.0,Salaried,Value Seeker,2018-12-16,Bronze,Physical Store,0,506,3,118,34
C008936,Male,48,Married,Maharashtra City 3,Maharashtra,,1733227.0,Homemaker,Value Seeker,2021-05-02,Bronze,Website,0,740,2,9,35
C008937,Male,34,Married,Telangana City 1,Telangana,Medium,388802.0,Salaried,Value Seeker,2021-09-17,Silver,Mobile App,1,700,1,12,113
C008938,Female,26,Married,West Bengal City 2,West Bengal,Low,433578.0,Self Employed,Regular,2022-09-18,Bronze,Website,0,711,2,72,182
C008939,Male,22,Divorced,Maharashtra City 3,Maharashtra,Medium,884954.0,Retired,Regular,2018-11-28,Bronze,Website,0,690,3,2,84
C008940,Female,32,Married,Telangana City 2,Telangana,Medium,892806.0,Salaried,Regular,2022-09-08,Bronze,Mobile App,0,577,3,17,98
C008941,Female,73,Married,Uttar Pradesh City 3,Uttar Pradesh,Low,218088.0,Student,Deal Hunter,2023-06-12,Bronze,Website,1,705,1,87,24
C008942,Male,50,Single,Karnataka City 2,Karnataka,Medium,541467.0,Salaried,Deal Hunter,2021-06-20,Bronze,Physical Store,0,850,4,94,86
C008943,Male,46,Single,Maharashtra City 3,Maharashtra,Low,363527.0,Self Employed,Regular,2020-03-03,Bronze,Website,1,618,4,91,87
C008944,Female,32,Single,Karnataka City 1,Karnataka,Very High,3428022.0,Retired,Value Seeker,2025-03-06,Silver,Physical Store,0,734,2,18,1
C008945,Male,49,Married,Uttar Pradesh City 3,Uttar Pradesh,Low,453152.0,Salaried,Value Seeker,2024-05-31,Bronze,Physical Store,0,553,4,100,33
C008946,Male,28,Married,Uttar Pradesh City 3,Uttar Pradesh,Low,332523.0,Student,Regular,2017-05-02,Bronze,Website,0,617,2,81,35
C008947,Male,42,Single,West Bengal City 2,West Bengal,Very High,4485948.0,Self Employed,Regular,2017-03-20,Bronze,Mobile App,0,809,2,40,40
C008948,Other,33,Married,Maharashtra City 1,Maharashtra,Medium,1025709.0,Retired,Premium,2024-10-30,Bronze,Website,1,562,5,43,124
C008949,Male,29,Single,Karnataka City 3,Karnataka,Low,658103.0,Salaried,Regular,2024-06-20,Gold,Website,1,765,1,69,118
C008950,Female,34,Married,Maharashtra City 3,Maharashtra,Low,305768.0,,Premium,2024-08-26,Bronze,Website,1,680,6,100,96
C008951,Male,43,Married,Gujarat City 1,Gujarat,High,1892512.0,Salaried,Value Seeker,2022-02-19,Gold,Mobile App,1,789,3,31,2
C008952,Male,18,Married,Tamil Nadu City 1,Tamil Nadu,Medium,,Homemaker,Regular,2023-04-17,Silver,Physical Store,1,734,4,35,35
C008953,Male,18,Divorced,West Bengal City 1,West Bengal,Low,395710.0,,Deal Hunter,2021-10-09,Bronze,Physical Store,0,543,6,87,36
C008954,Male,38,Divorced,Maharashtra City 1,Maharashtra,High,2676101.0,Salaried,Regular,2025-03-11,Silver,Website,0,771,4,67,15
C008955,Male,33,Married,Tamil Nadu City 3,Tamil Nadu,Medium,782882.0,Homemaker,Value Seeker,2016-11-13,Silver,Mobile App,0,668,3,79,30
C008956,Female,37,Single,Delhi City 2,Delhi,Low,434232.0,Salaried,Deal Hunter,2025-03-17,Bronze,Mobile App,0,646,3,91,97
C008957,Male,29,Single,Uttar Pradesh City 2,Uttar Pradesh,Medium,666556.0,Salaried,Value Seeker,2019-09-23,Bronze,Mobile App,1,511,3,113,61
C008958,Male,20,Married,Delhi City 3,Delhi,Medium,,Student,Regular,2024-07-04,Platinum,Mobile App,1,768,5,86,10
C008959,Male,48,Married,Rajasthan City 2,Rajasthan,Low,335313.0,Salaried,Premium,2018-04-30,Silver,Mobile App,0,682,4,26,122
C008960,Female,31,Married,Maharashtra City 1,Maharashtra,High,2306852.0,Salaried,Value Seeker,2016-06-21,Bronze,Website,0,574,3,42,278
C008961,Female,18,Single,Gujarat City 1,Gujarat,Medium,,Homemaker,Premium,2025-06-22,Bronze,Mobile App,0,720,2,10,260
C008962,Male,18,Single,Delhi City 1,Delhi,High,1122667.0,Student,Value Seeker,2023-07-01,Bronze,Website,1,680,2,83,86
C008963,Male,45,Single,West Bengal City 3,West Bengal,Medium,1363531.0,Salaried,Regular,2016-09-22,Bronze,Mobile App,1,708,3,83,70
C008964,Female,57,Divorced,Tamil Nadu City 1,Tamil Nadu,Medium,1031203.0,Student,Value Seeker,2024-06-01,Silver,Mobile App,0,798,6,77,57
C008965,Male,19,Single,West Bengal City 3,West Bengal,High,849487.0,Salaried,Regular,2017-11-03,Bronze,Mobile App,1,807,2,61,170
C008966,Female,37,Married,Karnataka City 3,Karnataka,High,,Student,Regular,2022-06-15,Gold,Mobile App,0,698,3,86,1
C008967,Male,27,Married,Delhi City 2,Delhi,Medium,903655.0,Self Employed,Premium,2019-04-01,Silver,Website,1,673,3,5,0
C008968,Female,55,Single,Karnataka City 2,Karnataka,High,1954805.0,Salaried,Deal Hunter,2025-08-24,Gold,Physical Store,1,841,5,59,0
C008969,Male,39,Married,Uttar Pradesh City 2,Uttar Pradesh,Medium,1308687.0,Salaried,Regular,2022-10-27,Silver,Website,1,713,2,85,35
C008970,Male,36,Married,Tamil Nadu City 3,Tamil Nadu,Medium,724802.0,Homemaker,Value Seeker,2022-01-28,Bronze,Mobile App,1,778,3,2,68
C008971,Male,24,Married,Maharashtra City 2,Maharashtra,,357786.0,Salaried,Regular,2022-06-06,Bronze,Mobile App,0,543,1,41,195
C008972,Female,40,Single,Uttar Pradesh City 3,Uttar Pradesh,Low,249381.0,Salaried,Value Seeker,2023-10-17,Bronze,Physical Store,0,744,4,13,83
C008973,Female,36,Married,Maharashtra City 2,Maharashtra,Low,450535.0,Homemaker,Value Seeker,2024-06-06,Bronze,Website,0,679,5,88,39
C008974,Female,40,Single,Rajasthan City 2,Rajasthan,High,1872434.0,Salaried,Deal Hunter,2020-08-18,Silver,Website,1,744,4,7,0
C008975,Female,51,Married,Karnataka City 1,Karnataka,Low,264284.0,Salaried,Regular,2019-01-28,Bronze,Mobile App,1,602,2,85,42
C008976,Female,35,Married,Maharashtra City 2,Maharashtra,High,1404278.0,Salaried,Value Seeker,2024-10-08,Silver,Mobile App,1,850,2,91,38
C008977,Male,40,Single,Maharashtra City 3,Maharashtra,Medium,923898.0,Self Employed,Regular,2020-11-01,Silver,Physical Store,1,707,3,22,0
C008978,Female,40,Married,Karnataka City 2,Karnataka,High,1494169.0,Salaried,Regular,2017-06-24,Silver,Mobile App,1,720,2,81,17
C008979,Female,29,Single,Maharashtra City 2,Maharashtra,Medium,869309.0,Homemaker,Value Seeker,2019-07-12,Gold,Mobile App,0,788,4,110,20
C008980,Female,25,Single,Kerala City 3,Kerala,Medium,754827.0,Salaried,Regular,2021-04-17,Silver,Physical Store,1,653,6,78,0
C008981,Male,35,Married,Telangana City 3,Telangana,High,,Student,Premium,2022-11-26,Bronze,Website,1,686,1,62,103
C008982,Female,35,Married,West Bengal City 1,West Bengal,,513444.0,Salaried,Premium,2024-03-28,Bronze,Mobile App,1,691,4,106,100
C008983,Male,51,Single,West Bengal City 3,West Bengal,,1240261.0,Salaried,Regular,2018-06-12,Gold,Website,1,682,2,77,102
C008984,Male,40,Single,Uttar Pradesh City 2,Uttar Pradesh,Very High,2010676.0,Salaried,Premium,2024-01-11,Gold,Website,1,841,4,104,13
C008985,Female,53,Divorced,Telangana City 3,Telangana,Medium,978878.0,Salaried,Regular,2019-09-26,Bronze,Mobile App,1,607,1,108,88
C008986,Female,50,Single,Tamil Nadu City 3,Tamil Nadu,Low,250844.0,Salaried,Value Seeker,2019-11-25,Silver,Physical Store,1,669,3,37,32
C008987,Male,35,Single,Maharashtra City 2,Maharashtra,Very High,4603811.0,Salaried,Value Seeker,2016-04-08,Silver,Mobile App,0,718,6,112,29
C008988,Female,55,Married,Rajasthan City 2,Rajasthan,Medium,814983.0,Salaried,Regular,2021-10-30,Bronze,Mobile App,1,522,1,6,299
C008989,Female,18,Single,Uttar Pradesh City 3,Uttar Pradesh,Medium,779249.0,Salaried,Premium,2022-08-13,Silver,Mobile App,0,556,3,3,73
C008990,Female,36,Married,Karnataka City 1,Karnataka,High,1254441.0,Salaried,Value Seeker,2022-01-14,Platinum,Website,1,715,4,99,9
C008991,Female,40,Single,Tamil Nadu City 2,Tamil Nadu,Low,398677.0,Retired,Value Seeker,2024-02-10,Bronze,Website,1,703,4,1,45
C008992,Female,38,Married,Telangana City 3,Telangana,Medium,,Student,Value Seeker,2024-12-04,Bronze,Physical Store,0,646,3,50,83
C008993,Female,48,Single,Karnataka City 1,Karnataka,Medium,806547.0,Homemaker,Regular,2019-09-12,Platinum,Physical Store,0,842,3,114,101
C008994,Female,25,Single,Gujarat City 1,Gujarat,Low,348327.0,Salaried,Premium,2024-06-13,Silver,Physical Store,0,570,2,32,56
C008995,Female,26,Married,Gujarat City 2,Gujarat,High,1431916.0,Salaried,Value Seeker,2025-04-16,Silver,Mobile App,0,767,3,42,63
C008996,Male,22,Single,Delhi City 1,Delhi,Medium,983668.0,Salaried,Deal Hunter,2017-06-27,Silver,Mobile App,1,620,3,42,27
C008997,Female,46,Married,Telangana City 1,Telangana,High,2074700.0,Salaried,Value Seeker,2025-06-29,Bronze,Website,0,620,3,46,66
C008998,Female,36,Single,Uttar Pradesh City 1,Uttar Pradesh,Low,450532.0,Salaried,Value Seeker,2022-06-10,Bronze,Mobile App,1,579,3,1,38
C008999,Female,32,Single,Uttar Pradesh City 3,Uttar Pradesh,Medium,676247.0,Self Employed,Regular,2018-03-12,Bronze,Mobile App,1,641,1,17,17
C009000,Male,38,Married,West Bengal City 3,West Bengal,Low,305732.0,Homemaker,Regular,2016-04-07,Silver,Mobile App,0,564,2,41,42
C009001,Male,20,Married,Telangana City 2,Telangana,,2285531.0,Salaried,Value Seeker,2020-12-13,Silver,Mobile App,0,566,5,119,27
C009002,Male,39,Single,Telangana City 2,Telangana,High,2009778.0,Salaried,Regular,2022-11-30,Silver,Physical Store,1,738,2,55,25
C009003,Male,57,Single,Gujarat City 2,Gujarat,Medium,891178.0,Self Employed,Value Seeker,2018-01-30,Silver,Physical Store,1,690,1,37,37
C009004,Male,47,Single,West Bengal City 2,West Bengal,Low,,Homemaker,Premium,2017-06-05,Silver,Website,0,718,4,22,7
C009005,Female,46,Married,Kerala City 1,Kerala,High,1284472.0,Student,Value Seeker,2021-02-25,Silver,Website,1,668,2,41,198
C009006,Male,18,Married,Maharashtra City 2,Maharashtra,Low,389737.0,Salaried,Regular,2017-05-22,Silver,Mobile App,1,717,1,39,24
C009007,Male,34,Single,Gujarat City 3,Gujarat,High,2050813.0,Salaried,Deal Hunter,2017-11-12,Bronze,Mobile App,1,748,2,78,32
C009008,Female,35,Single,Telangana City 2,Telangana,Medium,753861.0,,Regular,2018-11-25,Bronze,Website,0,547,6,69,79
C009009,Male,39,Single,Karnataka City 3,Karnataka,Medium,846843.0,Salaried,Value Seeker,2020-05-16,Silver,Website,1,709,2,113,10
C009010,Male,33,Married,West Bengal City 1,West Bengal,Low,355319.0,Homemaker,Value Seeker,2023-08-26,Gold,Website,1,710,2,57,0
C009011,Other,43,Single,Kerala City 3,Kerala,Medium,883085.0,Self Employed,Regular,2018-09-21,Bronze,Physical Store,0,707,2,20,43
C009012,Female,28,Single,Karnataka City 2,Karnataka,Medium,752070.0,Salaried,Premium,2021-02-14,Gold,Website,0,700,4,65,94
C009013,Female,28,Divorced,Gujarat City 2,Gujarat,,318596.0,Salaried,Value Seeker,2021-04-13,Gold,Mobile App,1,598,4,54,9
C009014,Female,34,Married,Karnataka City 1,Karnataka,Medium,832671.0,Self Employed,Regular,2016-06-30,Gold,Mobile App,0,755,1,52,61
C009015,Male,32,Single,Maharashtra City 2,Maharashtra,,886697.0,Salaried,Premium,2016-08-10,Bronze,Mobile App,1,664,3,37,142
C009016,Female,57,Married,Delhi City 3,Delhi,Low,498136.0,Student,Regular,2016-07-21,Bronze,Website,0,650,4,6,98
C009017,Female,48,Single,Maharashtra City 2,Maharashtra,Low,298697.0,Salaried,Deal Hunter,2016-03-09,Silver,Mobile App,1,718,3,57,21
C009018,Male,30,Married,Tamil Nadu City 3,Tamil Nadu,Very High,4881942.0,Student,Premium,2024-09-17,Platinum,Mobile App,1,651,4,45,14
C009019,Female,34,Single,Rajasthan City 1,Rajasthan,Very High,1916177.0,Self Employed,Regular,2017-07-07,Bronze,Physical Store,1,588,6,74,51
C009020,Male,29,Single,Gujarat City 2,Gujarat,Low,458671.0,Salaried,Value Seeker,2022-09-05,Silver,Mobile App,0,706,4,98,61
C009021,Female,35,Married,Telangana City 1,Telangana,High,2070724.0,Salaried,Regular,2019-03-08,Bronze,Physical Store,0,735,3,73,38
C009022,Male,29,Single,Maharashtra City 1,Maharashtra,Low,326153.0,Retired,Regular,2023-07-12,Silver,Mobile App,1,649,3,38,0
C009023,Female,30,Single,Gujarat City 1,Gujarat,Low,463270.0,Salaried,Regular,2024-12-10,Bronze,Mobile App,0,692,4,78,82
C009024,Female,46,Married,Kerala City 1,Kerala,Medium,547498.0,Homemaker,Premium,2021-06-05,Gold,Website,0,781,4,57,64
C009025,Male,43,Married,Karnataka City 1,Karnataka,Medium,898645.0,Salaried,Premium,2020-12-13,Bronze,Website,0,817,2,65,99
C009026,Male,49,Married,Maharashtra City 2,Maharashtra,Medium,999600.0,Self Employed,Regular,2022-04-29,Silver,Website,0,715,2,15,1
C009027,Female,27,Married,Maharashtra City 3,Maharashtra,Medium,522170.0,Salaried,Regular,2018-08-05,Silver,Mobile App,1,781,5,83,24
C009028,Male,51,Single,Delhi City 3,Delhi,High,2093326.0,Student,Value Seeker,2023-10-15,Bronze,Mobile App,1,602,2,96,26
C009029,Female,27,Married,Tamil Nadu City 1,Tamil Nadu,High,2322244.0,Salaried,Premium,2016-08-26,Bronze,Website,1,634,1,36,23
C009030,Male,34,Single,Maharashtra City 2,Maharashtra,Medium,1085469.0,Salaried,Deal Hunter,2023-06-05,Bronze,Mobile App,0,663,5,108,95
C009031,Female,18,Married,Uttar Pradesh City 1,Uttar Pradesh,High,2107192.0,Homemaker,Regular,2019-03-27,Bronze,Mobile App,0,559,2,30,122
C009032,Female,18,Married,Uttar Pradesh City 1,Uttar Pradesh,Low,279499.0,Salaried,Regular,2020-01-13,Silver,Website,0,700,4,88,190
C009033,Male,41,Single,Maharashtra City 2,Maharashtra,Low,357375.0,Self Employed,Deal Hunter,2017-02-23,Bronze,Mobile App,0,650,5,120,52
C009034,Male,35,Married,Gujarat City 2,Gujarat,Low,445639.0,Salaried,Premium,2021-10-09,Gold,Website,1,799,3,101,12
C009035,Female,36,Married,Delhi City 3,Delhi,Low,323802.0,Self Employed,Value Seeker,2024-11-17,Platinum,Mobile App,1,760,2,47,198
C009036,Male,43,Single,Maharashtra City 1,Maharashtra,Low,352352.0,Self Employed,Value Seeker,2020-12-01,Bronze,Physical Store,0,714,4,60,114
C009037,Female,29,Married,West Bengal City 1,West Bengal,Medium,636221.0,Student,Value Seeker,2023-04-05,Bronze,Website,0,589,5,8,44
C009038,Female,35,Single,Kerala City 2,Kerala,Medium,499196.0,Salaried,Regular,2022-02-10,Platinum,Physical Store,1,752,2,104,37
C009039,Female,30,Married,Gujarat City 1,Gujarat,Medium,,Student,Regular,2024-04-18,Bronze,Website,1,595,2,37,40
C009040,Male,26,Married,Maharashtra City 3,Maharashtra,,975950.0,Salaried,Value Seeker,2019-02-26,Silver,Physical Store,0,653,3,40,3
C009041,Female,54,Married,Telangana City 3,Telangana,Medium,537744.0,Salaried,Value Seeker,2025-03-27,Bronze,Website,0,573,3,45,62
C009042,Male,34,Married,Uttar Pradesh City 1,Uttar Pradesh,Low,254130.0,Student,Premium,2019-01-27,Bronze,Website,0,631,4,108,50
C009043,Male,41,Single,Telangana City 2,Telangana,Medium,951231.0,Salaried,Deal Hunter,2020-09-20,Bronze,Website,0,628,1,120,34
C009044,Male,34,Married,Gujarat City 2,Gujarat,Medium,,Homemaker,Regular,2017-04-26,Bronze,Mobile App,0,605,6,114,117
C009045,Female,29,Single,Karnataka City 3,Karnataka,Low,,Student,Premium,2023-10-17,Bronze,Mobile App,0,717,3,81,114
C009046,Male,39,Married,Gujarat City 1,Gujarat,High,995522.0,Salaried,Value Seeker,2022-02-15,Silver,Mobile App,0,724,2,103,1
C009047,Female,51,Single,Tamil Nadu City 2,Tamil Nadu,,1645262.0,Homemaker,Regular,2022-10-26,Bronze,Physical Store,1,633,4,47,35
C009048,Male,52,Single,Maharashtra City 2,Maharashtra,,746159.0,,Deal Hunter,2020-09-03,Gold,Mobile App,1,726,3,38,0
C009049,Female,30,Married,Maharashtra City 2,Maharashtra,Medium,889569.0,Student,Regular,2020-10-17,Bronze,Mobile App,0,736,3,42,70
C009050,Male,48,Married,Maharashtra City 1,Maharashtra,Medium,874771.0,Self Employed,Value Seeker,2017-10-25,Bronze,Mobile App,0,768,3,23,77
C009051,Female,55,Single,Gujarat City 3,Gujarat,Low,328111.0,Salaried,Regular,2025-12-03,Bronze,Website,0,682,4,60,102
C009052,Female,38,Single,Gujarat City 1,Gujarat,Medium,967128.0,Homemaker,Regular,2023-10-05,Silver,Website,0,652,2,115,57
C009053,Female,36,Married,Delhi City 1,Delhi,High,1198491.0,Salaried,Deal Hunter,2022-03-11,Silver,Website,1,739,4,107,0
C009054,Female,33,Married,West Bengal City 2,West Bengal,Medium,621749.0,Student,Regular,2017-10-03,Silver,Website,1,748,2,7,2
C009055,Male,33,Married,Maharashtra City 2,Maharashtra,Medium,1062386.0,Homemaker,Value Seeker,2016-07-17,Silver,Website,1,748,4,102,45
C009056,Male,41,Single,Gujarat City 1,Gujarat,Low,438316.0,,Deal Hunter,2025-04-20,Bronze,Mobile App,1,700,6,54,75
C009057,Male,31,Married,West Bengal City 3,West Bengal,Low,,Student,Regular,2025-05-25,Gold,Website,0,790,2,91,28
C009058,Male,38,Single,Maharashtra City 3,Maharashtra,High,1906797.0,,Value Seeker,2021-07-03,Bronze,Mobile App,0,527,3,94,30
C009059,Female,54,Married,Delhi City 2,Delhi,High,1479382.0,Self Employed,Value Seeker,2019-03-03,Bronze,Mobile App,0,674,4,68,32
C009060,Female,24,Single,West Bengal City 1,West Bengal,High,1768031.0,Salaried,Premium,2017-05-24,Silver,Website,1,747,4,53,56
C009061,Male,26,Single,Tamil Nadu City 1,Tamil Nadu,Low,374536.0,Salaried,Value Seeker,2017-07-21,Bronze,Website,0,696,3,84,104
C009062,Female,54,Single,Telangana City 1,Telangana,Medium,801684.0,Salaried,Premium,2025-02-12,Platinum,Website,1,749,3,85,10
C009063,Male,49,Married,Maharashtra City 1,Maharashtra,Medium,503248.0,Salaried,Regular,2024-01-25,Silver,Mobile App,1,574,4,90,3
C009064,Male,30,Divorced,Delhi City 1,Delhi,Medium,1218146.0,Homemaker,Deal Hunter,2022-01-07,Silver,Website,0,798,3,47,58
C009065,Female,18,Single,Maharashtra City 1,Maharashtra,Medium,935224.0,Self Employed,Regular,2024-03-18,Silver,Mobile App,1,712,1,100,54
C009066,Female,55,Married,Karnataka City 3,Karnataka,Medium,452138.0,Self Employed,Regular,2017-12-27,Silver,Physical Store,0,672,3,116,18
C009067,Female,34,Single,Karnataka City 3,Karnataka,Low,255870.0,Salaried,Premium,2022-03-10,Bronze,Mobile App,1,735,3,110,37
C009068,Female,41,Married,Rajasthan City 2,Rajasthan,Medium,1292303.0,Salaried,Premium,2016-07-19,Bronze,Mobile App,0,807,3,94,42
