Customer_ID,Age,Loyalty_Tier,Credit_Score,Tenure_Months,Last_Login_Days_Ago,Total_Orders,Total_Revenue,Avg_Order_Value,Total_Quantity,Recency_Days,Total_Tickets,Avg_Satisfaction,Escalation_Rate,Campaigns_Received,Campaign_Open_Rate,Campaign_Click_Rate,Campaign_Response_Rate,Total_Sessions,Avg_Pages_Viewed,Cart_Rate,Web_Purchase_Rate,Churn_Flag,Future_VIP_Flag,Customer_Lifetime_Value
C008203,21,Gold,732,3,0,8,274303.8,34287.98,23,365,1,4.0,1.0,4,0.25,0.25,0.0,7,12.29,0.857,0.286,1,1,319858.29
C008204,41,Bronze,710,5,76,8,160374.38,20046.8,19,365,2,4.5,0.0,1,0.0,1.0,0.0,4,8.25,0.0,0.0,1,1,190565.5
C008205,42,Silver,596,48,44,9,121398.59,13488.73,23,365,1,4.0,0.0,1,0.0,0.0,0.0,6,8.5,0.5,0.167,0,1,134600.64
C008206,23,Bronze,631,93,36,7,144702.79,20671.83,25,365,2,4.5,0.0,1,0.0,0.0,0.0,5,5.6,0.2,0.0,1,0,175152.87
C008207,32,Bronze,678,44,61,1,3649.02,3649.02,2,365,2,4.5,0.0,2,0.5,0.0,0.5,6,8.0,0.167,0.0,0,0,4070.53
C008208,38,Silver,710,82,42,9,263547.5,29283.06,30,365,1,2.0,0.0,2,1.0,0.0,0.0,5,8.4,0.8,0.4,1,1,316761.71
C008209,55,Platinum,663,90,67,7,163815.34,23402.19,18,365,5,3.2,0.2,1,0.0,0.0,0.0,8,10.88,0.875,0.625,1,1,193213.76
C008210,18,Gold,744,114,49,3,155893.11,51964.37,10,365,1,4.0,0.0,2,0.0,0.5,0.0,6,9.17,0.667,0.0,0,1,199910.42
C008211,43,Silver,691,98,6,8,194070.19,24258.77,22,365,4,3.0,0.0,4,0.5,0.0,0.0,13,8.15,0.769,0.308,0,1,235279.75
C008212,44,Silver,624,26,10,3,27610.14,9203.38,8,365,3,4.0,0.0,1,0.0,0.0,0.0,6,6.67,0.5,0.167,1,1,34872.2
C008213,41,Platinum,850,17,5,9,77985.51,8665.06,24,365,0,3.0,0.0,1,0.0,1.0,0.0,5,9.2,0.8,0.0,0,1,86251.42
C008214,48,Silver,731,7,26,3,81298.94,27099.65,8,365,1,3.0,0.0,2,0.5,0.0,0.5,4,5.5,0.75,0.0,1,0,105073.35
C008215,40,Bronze,647,4,70,7,150483.82,21497.69,55,365,2,4.0,0.0,2,0.0,0.0,0.0,10,7.4,0.5,0.2,1,1,170705.12
C008216,51,Bronze,581,100,44,5,168782.36,33756.47,57,365,2,4.0,0.0,0,0.0,0.0,0.0,5,6.0,0.6,0.2,0,1,211651.01
C008217,18,Gold,779,29,36,9,265577.32,29508.59,37,365,0,3.0,0.0,5,0.2,0.0,0.0,4,10.5,0.5,0.25,0,1,325590.87
C008218,46,Bronze,777,44,123,8,92122.4,11515.3,18,365,2,2.0,0.0,3,0.0,0.0,0.333,1,3.0,0.0,0.0,1,0,119532.61
C008219,32,Silver,727,40,5,11,223936.27,20357.84,32,365,0,3.0,0.0,4,0.25,0.5,0.25,4,6.25,0.25,0.5,0,1,292450.57
C008220,60,Bronze,653,56,115,8,177873.0,22234.12,22,365,0,3.0,0.0,4,0.0,0.0,0.0,8,5.75,0.5,0.25,1,1,230022.96
C008221,27,Gold,662,42,78,10,216993.88,21699.39,28,365,2,1.5,0.5,0,0.0,0.0,0.0,4,8.75,0.5,0.25,1,1,288008.61
C008222,48,Silver,636,55,51,5,86980.52,17396.1,14,365,3,4.0,0.0,1,0.0,0.0,0.0,2,7.5,0.5,0.5,0,0,115193.71
C008223,49,Bronze,637,65,21,4,27371.62,6842.91,12,365,1,5.0,0.0,0,0.0,0.0,0.0,10,6.0,0.3,0.2,0,0,34921.17
C008224,36,Bronze,725,5,59,8,372207.06,46525.88,66,365,1,4.0,1.0,2,0.0,0.0,0.0,3,5.67,0.667,0.667,1,1,402797.6
C008225,33,Silver,611,113,0,5,152330.89,30466.18,17,365,0,3.0,0.0,0,0.0,0.0,0.0,6,9.33,0.667,0.5,0,1,195276.88
C008226,36,Bronze,692,26,43,4,66739.01,16684.75,12,365,0,3.0,0.0,3,0.333,0.0,0.333,7,5.14,0.286,0.143,0,0,77918.14
C008227,33,Silver,850,39,26,10,197471.16,19747.12,27,365,2,3.0,0.5,3,0.0,0.0,0.0,5,8.4,0.4,0.4,1,1,247082.09
C008228,27,Bronze,782,57,18,11,173372.55,15761.14,31,365,0,3.0,0.0,2,1.0,0.0,0.0,6,6.17,0.333,0.5,0,1,193824.69
C008229,18,Bronze,611,92,205,7,211225.88,30175.13,24,365,1,4.0,0.0,1,0.0,0.0,0.0,7,4.43,0.429,0.0,1,1,260144.68
C008230,26,Silver,697,88,35,4,64358.75,16089.69,13,365,7,4.0,0.0,0,0.0,0.0,0.0,9,6.44,0.333,0.556,0,0,70776.54
C008231,48,Silver,746,99,295,5,80124.9,16024.98,54,365,2,3.5,0.0,0,0.0,0.0,0.0,4,8.5,0.75,0.0,1,0,96313.2
C008232,53,Bronze,645,74,57,7,115640.24,16520.03,23,365,0,3.0,0.0,1,0.0,0.0,0.0,3,3.67,0.333,0.0,0,1,127293.17
C008233,41,Bronze,610,22,169,4,85608.72,21402.18,12,365,0,3.0,0.0,2,0.0,0.0,0.0,7,7.43,0.286,0.143,1,0,106342.47
C008234,25,Bronze,718,116,101,6,172769.55,28794.93,21,365,3,4.33,0.0,0,0.0,0.0,0.0,11,5.64,0.455,0.182,1,1,188834.91
C008235,46,Gold,703,16,2,6,274410.7,45735.12,49,365,2,3.5,0.5,2,0.5,0.0,0.0,3,9.0,0.667,0.333,0,1,338658.02
C008236,37,Bronze,581,9,57,3,223745.14,74581.71,10,365,2,3.0,0.0,1,0.0,0.0,0.0,8,6.62,0.625,0.625,0,1,291521.94
C008237,41,Silver,788,107,18,6,90741.43,15123.57,24,365,6,4.17,0.0,5,0.6,0.2,0.2,8,7.25,0.75,0.25,0,0,122336.01
C008238,51,Gold,702,7,144,10,325611.7,32561.17,34,365,4,4.25,0.0,4,0.0,0.25,0.0,9,7.22,0.778,0.222,1,1,358416.25
C008239,19,Bronze,545,2,22,4,67581.77,16895.44,18,365,2,3.5,0.0,1,0.0,0.0,0.0,10,5.6,0.3,0.0,1,0,77139.58
C008240,52,Silver,703,86,12,11,453367.71,41215.25,39,365,3,4.0,0.0,0,0.0,0.0,0.0,13,7.08,0.462,0.231,0,1,519943.35
C008241,36,Gold,839,70,20,6,38645.35,6440.89,17,365,0,3.0,0.0,2,0.0,0.5,0.0,5,10.2,0.6,0.2,1,0,47766.68
C008242,36,Bronze,591,37,61,4,9628.3,2407.07,9,365,3,3.33,0.333,1,1.0,1.0,0.0,3,8.0,1.0,1.0,1,0,11174.28
C008243,44,Silver,692,115,0,5,83371.96,16674.39,11,365,2,3.0,1.0,3,0.333,0.333,0.0,4,8.25,0.5,0.25,0,1,109684.29
C008244,45,Bronze,608,57,34,4,172667.23,43166.81,40,365,1,3.0,0.0,4,0.0,0.0,0.0,9,7.22,0.444,0.444,0,1,190871.19
C008245,32,Bronze,650,15,57,5,73595.45,14719.09,13,365,4,3.0,0.5,1,0.0,0.0,0.0,6,6.0,0.5,0.333,1,0,90745.1
C008246,37,Bronze,615,107,174,5,84928.16,16985.63,16,365,1,5.0,0.0,3,0.0,0.0,0.0,7,6.57,0.429,0.143,0,0,94424.61
C008247,36,Silver,587,23,27,3,159452.97,53150.99,6,365,3,5.0,0.333,2,0.0,0.0,0.0,5,7.8,0.4,0.2,0,1,190735.41
C008248,27,Silver,808,87,0,7,45483.72,6497.67,16,365,3,3.67,0.333,1,0.0,0.0,0.0,5,8.2,0.8,0.6,1,0,56785.95
C008249,28,Bronze,769,119,72,10,332893.17,33289.32,69,365,5,4.2,0.0,3,0.333,0.333,0.0,3,3.67,0.333,0.667,0,1,382192.53
C008250,31,Bronze,762,57,35,7,27087.16,3869.59,14,365,1,4.0,0.0,2,0.5,0.5,0.5,8,6.0,0.25,0.25,1,0,32102.32
C008251,59,Bronze,736,40,69,7,143692.72,20527.53,19,365,2,4.0,0.5,1,0.0,0.0,0.0,6,7.0,0.833,0.333,0,1,175147.3
C008252,46,Silver,691,55,54,3,72237.11,24079.04,13,365,0,3.0,0.0,1,1.0,0.0,0.0,7,7.57,0.429,0.286,1,0,91475.43
C008253,23,Bronze,558,63,64,3,6998.27,2332.76,9,365,2,3.0,0.0,2,0.0,0.0,0.0,8,5.62,0.375,0.25,0,0,8192.13
C008254,38,Silver,757,73,2,4,15004.91,3751.23,11,365,5,4.4,0.0,1,0.0,0.0,0.0,10,7.1,0.6,0.2,0,0,15775.04
C008255,36,Gold,850,81,24,3,117721.7,39240.57,6,365,3,4.33,0.0,1,0.0,0.0,0.0,2,9.0,1.0,1.0,0,1,126550.29
C008256,34,Bronze,559,105,52,6,52809.73,8801.62,15,365,2,3.5,0.0,3,0.0,0.0,0.0,4,6.5,0.5,0.0,1,1,69709.18
C008257,30,Silver,658,68,14,10,169086.22,16908.62,27,365,0,3.0,0.0,3,0.333,0.0,0.0,8,7.12,0.375,0.25,0,1,196525.29
C008258,28,Bronze,546,41,62,5,83541.5,16708.3,22,365,2,4.5,0.0,2,0.0,0.0,1.0,6,4.67,0.667,0.333,1,0,111278.22
C008259,39,Silver,754,65,71,8,180685.09,22585.64,22,365,2,4.5,0.0,0,0.0,0.0,0.0,6,7.5,0.5,0.333,1,1,231230.87
C008260,39,Bronze,750,42,88,5,64266.68,12853.34,11,365,0,3.0,0.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,86321.12
C008261,28,Bronze,691,53,151,5,93844.35,18768.87,19,365,1,5.0,0.0,0,0.0,0.0,0.0,4,4.75,0.5,0.5,0,0,100257.6
C008262,33,Bronze,642,61,42,4,46937.13,11734.28,11,365,2,3.5,0.0,2,0.5,0.0,0.0,5,6.0,0.4,0.4,1,0,58671.89
C008263,57,Bronze,733,105,142,7,279024.93,39860.7,22,365,2,4.5,0.5,1,0.0,0.0,0.0,3,5.33,0.333,0.667,1,1,351793.54
C008264,36,Gold,758,82,14,6,32635.02,5439.17,14,365,1,5.0,0.0,1,0.0,0.0,0.0,2,9.0,0.5,0.5,0,0,38889.67
C008265,19,Silver,710,102,101,6,208765.92,34794.32,20,365,3,3.67,0.0,3,0.0,0.0,0.0,10,7.7,0.2,0.2,1,1,268646.8
C008266,20,Gold,667,61,104,7,133441.89,19063.13,16,365,0,3.0,0.0,2,0.0,0.0,0.0,7,9.14,0.714,0.286,0,1,167058.51
C008267,30,Gold,740,41,16,4,22927.97,5731.99,13,365,1,2.0,1.0,0,0.0,0.0,0.0,5,8.4,0.4,0.4,1,0,29890.45
C008268,54,Bronze,562,95,32,8,136080.83,17010.1,26,365,1,5.0,0.0,0,0.0,0.0,0.0,6,5.5,0.333,0.0,0,1,155236.45
C008269,39,Silver,738,26,12,3,20101.92,6700.64,4,365,4,3.25,0.25,6,0.667,0.333,0.0,5,7.4,0.4,0.2,0,0,23980.3
C008270,46,Platinum,739,55,0,4,70280.03,17570.01,12,365,0,3.0,0.0,2,1.0,1.0,0.0,3,12.67,0.667,0.667,0,1,78810.48
C008271,39,Silver,741,49,10,9,95477.07,10608.56,19,365,2,3.5,1.0,1,0.0,0.0,0.0,3,6.67,1.0,1.0,0,1,104989.45
C008272,35,Bronze,635,72,39,7,210974.38,30139.2,17,365,2,4.0,0.0,1,0.0,0.0,0.0,4,6.5,0.5,0.25,0,1,269085.63
C008273,32,Bronze,703,14,35,2,76895.56,38447.78,7,365,0,3.0,0.0,3,0.0,0.0,0.0,6,6.5,0.333,0.333,1,1,94563.85
C008274,28,Silver,546,80,3,11,97030.34,8820.94,27,365,1,3.0,0.0,3,0.333,0.0,0.0,8,8.0,0.625,0.25,0,1,111042.18
C008275,40,Bronze,639,61,95,8,54685.85,6835.73,23,365,2,4.0,0.0,0,0.0,0.0,0.0,6,6.17,0.333,0.333,1,1,67970.22
C008276,35,Bronze,691,110,51,5,13500.48,2700.1,8,365,3,3.33,0.333,2,0.5,0.5,0.0,7,6.29,0.714,0.286,1,0,16214.81
C008277,54,Bronze,637,68,32,7,212465.9,30352.27,15,365,2,4.0,0.0,2,1.0,0.0,0.0,9,5.11,0.556,0.333,0,1,286556.78
C008278,45,Silver,716,108,20,8,115179.17,14397.4,27,365,1,5.0,0.0,1,0.0,0.0,0.0,10,6.4,0.5,0.4,1,0,151159.23
C008279,21,Gold,795,14,0,8,154513.53,19314.19,38,365,1,5.0,0.0,0,0.0,0.0,0.0,8,9.75,1.0,0.625,0,1,201994.63
C008280,28,Bronze,616,29,95,6,89701.09,14950.18,18,365,4,3.75,0.5,0,0.0,0.0,0.0,7,5.57,0.571,0.286,1,0,120813.11
C008281,33,Bronze,739,24,45,11,387699.66,35245.42,30,365,1,5.0,0.0,1,0.0,1.0,0.0,5,4.2,0.0,0.0,1,1,489204.79
C008282,51,Bronze,694,60,106,4,38805.98,9701.5,7,365,0,3.0,0.0,0,0.0,0.0,0.0,7,5.86,0.571,0.429,0,0,46099.6
C008283,19,Gold,802,80,78,5,39245.59,7849.12,11,365,0,3.0,0.0,2,0.5,0.0,0.5,6,9.67,0.833,0.5,0,1,47505.96
C008284,40,Silver,672,103,84,7,85869.65,12267.09,19,365,3,3.33,0.0,1,0.0,0.0,0.0,4,7.0,0.75,0.25,1,0,108771.29
C008285,48,Platinum,709,37,32,4,71831.03,17957.76,11,365,2,3.0,0.5,1,1.0,0.0,0.0,3,13.33,1.0,1.0,0,1,93597.75
C008286,44,Silver,721,65,10,4,103599.46,25899.86,12,365,4,4.25,0.0,1,0.0,0.0,0.0,2,6.0,0.0,0.5,0,1,119784.34
C008287,25,Silver,779,63,36,9,417869.81,46429.98,31,365,5,4.0,0.0,1,1.0,0.0,0.0,4,8.5,0.75,0.25,0,1,545520.96
C008288,23,Bronze,640,23,54,14,312685.79,22334.7,64,365,4,3.5,0.0,4,0.25,0.25,0.0,5,6.8,0.6,0.4,1,1,374339.36
C008289,35,Silver,713,95,111,10,164072.59,16407.26,28,365,4,4.0,0.5,4,0.5,0.0,0.0,5,7.2,0.6,0.2,1,1,189212.87
C008290,18,Gold,733,82,168,5,81884.41,16376.88,9,365,2,4.0,0.0,1,1.0,0.0,0.0,5,7.0,0.8,0.0,0,1,96920.35
C008291,57,Bronze,676,22,72,6,41157.32,6859.55,16,365,3,4.33,0.0,3,0.667,0.0,0.0,6,6.0,0.333,0.167,1,0,46447.94
C008292,38,Bronze,850,33,58,8,167224.14,20903.02,24,365,2,3.5,0.0,1,1.0,0.0,0.0,5,6.4,0.6,0.0,0,1,214440.46
C008293,33,Silver,699,20,4,3,2258.26,752.75,4,365,1,5.0,0.0,3,0.333,0.333,0.333,5,9.4,0.8,0.2,0,0,2862.06
C008294,24,Silver,671,9,59,6,172653.6,28775.6,12,365,6,4.5,0.0,1,0.0,0.0,0.0,5,7.2,0.8,0.2,0,1,186977.88
C008295,43,Silver,704,95,32,7,161827.34,23118.19,33,365,0,3.0,0.0,2,0.0,0.0,0.0,9,7.89,0.667,0.333,0,0,182554.02
C008296,35,Silver,652,8,9,4,113072.12,28268.03,9,365,2,4.5,0.0,3,0.0,0.0,0.0,12,7.58,0.583,0.583,0,1,130670.02
C008297,22,Bronze,663,75,170,8,136697.01,17087.13,23,365,3,4.0,0.333,1,0.0,0.0,0.0,9,7.0,0.222,0.111,1,1,157018.02
C008298,38,Silver,712,120,20,7,134681.57,19240.22,24,365,2,2.0,1.0,2,0.5,0.0,0.0,5,7.0,0.0,0.4,1,1,155894.73
C008299,27,Bronze,686,68,50,4,6891.31,1722.83,12,365,2,4.5,0.0,0,0.0,0.0,0.0,6,4.0,0.167,0.0,0,0,7867.44
C008300,52,Bronze,708,27,116,8,104647.81,13080.98,19,365,1,3.0,0.0,2,0.0,0.0,0.0,7,6.43,0.286,0.286,0,1,111482.91
C008301,44,Silver,569,72,34,13,334566.81,25735.91,38,365,2,4.5,0.0,2,0.5,0.0,0.5,8,7.38,0.625,0.125,0,1,428469.52
C008302,25,Bronze,805,71,101,3,12393.8,4131.27,8,365,2,4.5,0.0,1,1.0,0.0,0.0,3,6.0,0.0,0.333,1,0,16425.8
C008303,42,Bronze,730,89,112,7,121828.43,17404.06,18,365,2,3.5,0.0,5,0.0,0.2,0.0,7,6.86,0.0,0.0,1,1,152970.89
C008304,18,Bronze,788,36,55,5,275491.17,55098.23,16,365,0,3.0,0.0,6,0.333,0.333,0.0,3,7.33,0.333,0.0,1,1,310916.08
C008305,29,Bronze,805,59,85,5,218906.84,43781.37,15,365,0,3.0,0.0,3,0.0,0.0,0.0,6,7.33,0.833,0.167,0,1,233080.67
C008306,28,Bronze,638,26,60,5,110144.25,22028.85,16,365,1,2.0,0.0,2,0.0,0.0,0.0,9,6.44,0.667,0.444,0,1,142404.44
C008307,18,Silver,624,90,0,6,99346.52,16557.75,15,365,1,4.0,1.0,2,0.0,0.5,0.5,5,8.6,0.8,0.6,0,0,119731.61
C008308,47,Bronze,726,83,91,7,197579.37,28225.62,23,365,3,3.67,0.333,1,0.0,0.0,0.0,13,5.92,0.462,0.231,0,1,264906.54
C008309,36,Bronze,669,120,84,9,278434.5,30937.17,28,365,2,4.5,0.0,1,1.0,0.0,0.0,3,6.67,1.0,0.0,1,1,354288.23
C008310,26,Bronze,623,97,83,8,399788.8,49973.6,25,365,4,4.25,0.0,2,0.5,0.5,0.0,8,6.62,0.125,0.25,1,1,467029.66
C008311,21,Silver,735,45,21,7,129266.54,18466.65,20,365,1,4.0,0.0,2,0.0,0.0,0.0,6,5.83,0.667,0.333,0,0,135957.88
C008312,40,Silver,712,70,0,6,160082.54,26680.42,19,365,3,4.67,0.0,1,0.0,0.0,0.0,6,7.67,0.667,0.333,1,1,200511.78
C008313,57,Bronze,685,78,42,9,267956.36,29772.93,33,365,1,4.0,0.0,2,0.0,0.0,0.0,4,6.0,0.75,0.0,1,1,328950.73
C008314,25,Bronze,672,17,49,4,193657.17,48414.29,15,365,1,5.0,0.0,2,0.5,0.0,0.0,5,7.0,0.0,0.2,0,1,239174.31
C008315,45,Silver,615,49,2,7,140539.36,20077.05,13,365,4,3.75,0.5,0,0.0,0.0,0.0,9,7.11,0.556,0.333,0,1,174824.05
C008316,33,Silver,692,68,111,7,59428.64,8489.81,20,365,2,3.5,1.0,2,0.5,0.0,0.0,6,8.0,0.5,0.333,0,0,64354.82
C008317,46,Bronze,679,96,70,4,160530.95,40132.74,13,365,1,4.0,0.0,0,0.0,0.0,0.0,8,6.5,0.625,0.375,1,1,174660.83
C008318,39,Gold,772,30,40,7,208058.74,29722.68,19,365,0,3.0,0.0,3,0.0,0.0,0.0,7,10.43,0.714,0.143,0,1,223386.33
C008319,36,Bronze,570,49,61,4,42544.13,10636.03,12,365,4,3.0,0.0,2,0.5,0.5,0.0,4,5.75,0.0,0.25,0,0,56033.92
C008320,47,Silver,719,57,24,8,260195.14,32524.39,22,365,1,3.0,0.0,3,0.333,0.333,0.333,6,6.83,0.667,0.5,1,1,291682.49
C008321,43,Bronze,644,104,42,8,184188.94,23023.62,26,365,2,4.0,0.0,3,0.0,0.333,0.0,2,8.5,1.0,0.5,0,1,203573.74
C008322,40,Silver,680,3,8,2,144421.06,72210.53,14,365,2,4.5,0.0,0,0.0,0.0,0.0,3,9.0,1.0,0.0,0,0,173415.44
C008323,36,Bronze,666,118,76,6,54459.24,9076.54,18,365,1,5.0,0.0,3,0.0,0.0,0.0,3,6.0,0.667,0.0,0,1,61491.46
C008324,32,Gold,656,69,25,5,42609.45,8521.89,14,365,3,4.67,0.333,1,0.0,0.0,0.0,7,9.0,0.286,0.286,0,0,55653.77
C008325,50,Bronze,732,109,37,8,198981.67,24872.71,29,365,0,3.0,0.0,2,0.0,0.5,0.5,3,4.33,0.333,0.333,0,1,231673.6
C008326,33,Bronze,831,96,35,5,19776.78,3955.36,13,365,5,4.0,0.2,0,0.0,0.0,0.0,7,6.29,0.571,0.143,1,0,25870.19
C008327,18,Bronze,709,69,22,4,43637.56,10909.39,9,365,0,3.0,0.0,2,0.5,0.0,0.0,8,6.75,0.25,0.625,0,0,56828.66
C008328,30,Silver,771,59,42,11,162285.35,14753.21,33,365,1,5.0,0.0,0,0.0,0.0,0.0,10,7.2,0.6,0.4,1,1,201900.09
C008329,41,Gold,681,17,1,4,44139.01,11034.75,12,365,1,5.0,0.0,3,0.0,0.333,0.333,8,7.5,0.375,0.5,0,0,50698.23
C008330,33,Platinum,735,15,47,6,140527.39,23421.23,14,365,3,3.67,0.0,2,0.5,0.5,0.0,5,9.6,0.8,0.2,0,1,189565.53
C008331,44,Silver,676,113,17,9,253322.5,28146.94,28,365,2,3.5,0.5,2,1.0,0.5,0.0,7,8.14,0.429,0.143,0,1,268342.44
C008332,26,Bronze,562,63,50,6,26442.77,4407.13,14,365,1,5.0,0.0,3,0.333,0.0,0.0,6,5.0,0.5,0.5,0,0,34260.53
C008333,44,Bronze,558,106,38,9,265927.39,29547.49,61,365,4,4.0,0.0,3,0.333,0.0,0.333,9,6.22,0.778,0.111,1,1,301361.02
C008334,35,Bronze,627,105,27,9,190831.37,21203.49,21,365,2,4.0,0.0,2,0.0,0.0,0.0,2,8.5,0.5,0.0,0,1,241418.8
C008335,18,Silver,620,78,22,4,51775.39,12943.85,9,365,2,4.0,0.5,1,0.0,0.0,0.0,6,7.67,0.5,0.0,0,0,64898.1
C008336,30,Silver,740,61,80,1,46460.52,46460.52,4,365,1,2.0,1.0,4,0.25,0.25,0.0,11,8.27,0.545,0.364,1,0,54708.21
C008337,33,Silver,686,68,0,8,67327.03,8415.88,18,365,2,4.5,0.0,3,0.333,0.0,0.0,6,8.17,0.667,0.333,1,1,74143.6
C008338,45,Bronze,637,47,20,5,311016.23,62203.25,16,365,0,3.0,0.0,2,0.0,0.0,0.0,4,5.25,0.5,0.5,0,1,395939.62
C008339,28,Bronze,739,118,72,1,11239.23,11239.23,3,365,3,5.0,0.0,2,0.5,0.0,0.0,9,6.11,0.444,0.222,0,0,12791.33
C008340,40,Bronze,608,38,44,9,163139.49,18126.61,28,365,1,5.0,0.0,2,0.5,0.0,0.0,6,7.0,0.333,0.0,0,0,214585.69
C008341,51,Silver,674,23,22,7,165857.85,23693.98,17,365,2,4.0,0.0,0,0.0,0.0,0.0,4,9.5,1.0,0.25,1,1,189808.11
C008342,30,Bronze,606,52,365,7,147969.65,21138.52,21,365,2,4.0,0.0,2,0.0,0.0,0.0,4,5.5,0.25,0.25,1,1,173271.85
C008343,41,Gold,699,95,23,6,45664.48,7610.75,10,365,4,3.75,0.0,2,0.0,0.0,0.0,5,9.0,0.4,0.4,0,1,48971.38
C008344,27,Silver,796,104,29,6,46241.09,7706.85,9,365,2,4.5,0.5,3,0.333,0.0,0.0,4,6.5,0.75,0.5,0,0,51628.76
C008345,24,Silver,753,62,18,9,290409.7,32267.74,22,365,2,4.0,0.0,6,0.333,0.0,0.0,4,6.0,0.75,0.25,0,1,349768.92
C008346,47,Bronze,744,39,88,7,187114.09,26730.58,23,365,2,3.0,0.5,3,0.0,0.0,0.0,5,6.8,0.6,0.6,1,1,215492.49
C008347,31,Silver,756,13,0,8,340236.51,42529.56,67,365,0,3.0,0.0,3,0.0,0.0,0.333,4,6.5,0.5,0.25,0,1,421887.89
C008348,36,Bronze,636,28,33,5,120358.88,24071.78,17,365,4,3.25,0.25,1,1.0,0.0,0.0,5,6.4,0.6,0.4,0,1,128952.22
C008349,43,Silver,697,119,9,5,79266.99,15853.4,15,365,3,3.33,0.0,1,0.0,0.0,0.0,10,8.0,0.8,0.5,0,1,94128.05
C008350,25,Bronze,721,6,35,4,27659.26,6914.82,12,365,2,5.0,0.0,2,0.5,0.0,0.0,7,6.57,0.571,0.143,1,0,31672.8
C008351,41,Bronze,643,60,152,3,100096.81,33365.6,11,365,1,3.0,0.0,2,0.5,0.0,0.0,8,6.88,0.125,0.125,0,0,113853.07
C008352,36,Bronze,676,82,21,6,77962.49,12993.75,19,365,2,3.0,0.0,0,0.0,0.0,0.0,5,5.2,0.2,0.4,0,0,93982.58
C008353,25,Bronze,767,101,15,6,46691.05,7781.84,14,365,3,4.0,0.0,3,0.333,0.0,0.333,11,5.09,0.545,0.273,1,0,55152.83
C008354,36,Bronze,633,44,116,10,323348.78,32334.88,35,365,3,3.67,0.0,0,0.0,0.0,0.0,5,6.2,0.2,0.0,1,1,410491.73
C008355,59,Silver,666,15,133,7,58031.58,8290.23,20,365,2,3.5,0.0,4,1.0,0.0,0.0,6,7.67,0.5,0.5,1,0,64709.41
C008356,49,Bronze,766,38,51,12,534224.23,44518.69,68,365,1,5.0,0.0,4,0.25,0.0,0.0,10,5.5,0.3,0.1,1,1,691352.08
C008357,32,Bronze,587,111,25,3,5917.79,1972.6,6,365,3,5.0,0.0,3,1.0,0.667,0.0,7,6.0,0.143,0.0,1,0,7469.36
C008358,20,Bronze,610,3,127,8,284956.64,35619.58,69,365,1,5.0,0.0,3,0.333,0.333,0.333,4,5.25,0.25,0.25,0,1,336950.75
C008359,46,Gold,753,4,8,7,43899.03,6271.29,16,365,2,3.5,0.5,2,0.0,0.0,0.0,6,7.17,0.833,0.167,0,0,50986.84
C008360,29,Bronze,676,47,99,4,113299.17,28324.79,10,365,0,3.0,0.0,1,0.0,0.0,0.0,9,7.22,0.444,0.333,0,0,147078.66
C008361,48,Gold,740,53,41,6,223031.61,37171.94,18,365,4,3.25,0.5,3,0.667,0.0,0.0,5,7.4,0.8,0.4,0,1,243654.58
C008362,22,Silver,681,97,27,2,62077.05,31038.52,10,365,1,3.0,1.0,1,0.0,0.0,0.0,5,7.4,0.6,0.2,1,0,82523.67
C008363,40,Silver,757,17,4,7,269036.31,38433.76,20,365,1,4.0,0.0,3,0.0,0.333,0.0,8,7.12,0.5,0.25,1,1,361379.73
C008364,18,Bronze,635,68,35,5,45257.61,9051.52,11,365,2,5.0,0.0,1,0.0,0.0,0.0,5,5.8,0.4,0.2,1,1,60385.14
C008365,18,Bronze,577,30,178,7,156476.13,22353.73,15,365,1,3.0,0.0,1,0.0,0.0,0.0,4,5.5,0.75,0.25,1,1,206492.34
C008366,40,Silver,644,111,8,8,247105.1,30888.14,26,365,4,4.0,0.5,5,0.4,0.4,0.2,2,6.0,0.5,0.5,1,1,310020.65
C008367,43,Bronze,801,50,32,8,52186.58,6523.32,22,365,1,5.0,0.0,1,0.0,0.0,1.0,6,4.5,0.667,0.0,0,0,57849.03
C008368,34,Bronze,756,7,40,8,100895.49,12611.94,21,365,0,3.0,0.0,6,0.167,0.167,0.0,6,7.0,0.5,0.333,0,1,106068.51
C008369,40,Gold,695,31,5,7,83283.05,11897.58,16,365,1,4.0,0.0,3,0.333,0.333,0.333,8,7.75,0.25,0.25,0,1,90492.83
C008370,40,Bronze,647,4,111,3,37391.23,12463.74,6,365,0,3.0,0.0,2,0.0,0.5,0.0,5,4.0,0.6,0.2,0,0,39272.84
C008371,47,Gold,642,57,0,5,105216.86,21043.37,12,365,1,5.0,0.0,3,0.0,0.333,0.0,9,8.22,1.0,0.444,0,0,127742.12
C008372,44,Silver,609,77,4,8,297955.94,37244.49,24,365,1,4.0,1.0,2,0.5,0.0,0.0,7,8.43,0.571,0.143,0,1,393483.95
C008373,38,Silver,702,118,28,7,134253.19,19179.03,20,365,1,3.0,0.0,3,0.333,0.0,0.0,8,7.62,0.375,0.125,0,1,155564.85
C008374,33,Bronze,708,52,34,11,135381.28,12307.39,30,365,0,3.0,0.0,1,0.0,0.0,0.0,7,6.14,0.143,0.286,1,0,143026.29
C008375,32,Silver,765,11,12,5,23839.85,4767.97,12,365,1,5.0,0.0,2,0.0,0.0,0.0,5,8.2,0.2,0.4,0,0,27231.61
