"Session_ID","Customer_ID","Pages_Viewed","Session_Duration","Device_Type","Traffic_Source","Age","Annual_Income","Loyalty_Tier","App_User_Flag","Tenure_Months","Total_Orders","Total_Revenue","Avg_Order_Value","Recency_Days","Campaign_Response_Rate","Web_Purchase_Rate","Purchase_After_Cart"
"WEB00254844","C036211",9,9.0,"Android","Direct",32,576990.0,"Silver",1,39,3,38977.46,12992.49,365,0.0,0.111,0
"WEB00231843","C036239",6,23.3,"Tablet","Organic",31,202324.0,"Bronze",0,73,9,171757.57,19084.17,365,0.0,0.5,1
"WEB00258560","C036251",5,16.8,"Android","Social",24,1762151.0,"Bronze",1,74,4,66844.39,16711.1,365,0.0,0.2,0
"WEB00239301","C036292",7,13.2,"Desktop","Referral",23,354644.0,"Bronze",0,14,8,104222.96,13027.87,365,0.0,0.143,0
"WEB00233160","C036332",9,8.8,"Desktop","Social",54,354157.0,"Bronze",0,26,5,43620.15,8724.03,365,0.0,0.077,0
"WEB00217868","C036332",5,13.9,"Desktop","Organic",54,354157.0,"Bronze",0,26,5,43620.15,8724.03,365,0.0,0.077,0
"WEB00210179","C036332",4,6.5,"Android","Organic",54,354157.0,"Bronze",0,26,5,43620.15,8724.03,365,0.0,0.077,0
"WEB00198476","C036349",5,6.8,"iOS","Organic",40,1250333.0,"Bronze",1,33,5,232693.07,46538.61,365,0.0,0.0,0
"WEB00229351","C036368",13,23.3,"Android","Organic",22,432265.0,"Bronze",1,120,7,178341.13,25477.3,365,0.0,0.0,0
"WEB00221408","C036413",5,21.9,"Android","Paid Search",42,929611.0,"Bronze",0,9,8,104975.9,13121.99,365,0.0,0.273,1
"WEB00204375","C036422",8,9.2,"Desktop","Organic",18,774183.0,"Gold",0,116,5,56659.69,11331.94,365,0.0,0.375,0
"WEB00206419","C036428",15,20.6,"iOS","Direct",39,351386.0,"Silver",0,95,10,284939.45,28493.94,365,0.5,0.333,0
"WEB00236107","C036433",9,20.7,"Android","Social",27,779545.0,"Silver",0,56,5,59681.14,11936.23,365,0.0,0.0,0
"WEB00228210","C036439",7,7.4,"Android","Organic",33,908395.0,"Silver",0,116,7,187654.72,26807.82,365,0.0,0.143,0
"WEB00204713","C036455",7,9.1,"Android","Direct",26,1001458.0,"Bronze",1,52,3,118012.9,39337.63,365,1.0,0.0,0
"WEB00221661","C036456",8,16.3,"Android","Organic",32,203927.0,"Gold",0,92,6,120883.68,20147.28,365,0.0,0.4,0
"WEB00209016","C036456",10,6.2,"Android","Organic",32,203927.0,"Gold",0,92,6,120883.68,20147.28,365,0.0,0.4,1
"WEB00199004","C036461",2,3.6,"iOS","Direct",50,185566.0,"Silver",1,108,10,77211.57,7721.16,365,0.5,0.4,1
"WEB00237920","C036476",7,2.7,"Android","Social",39,390102.0,"Silver",0,90,8,343645.37,42955.67,365,0.0,0.333,0
"WEB00237775","C036533",9,11.9,"Android","Organic",28,436332.0,"Silver",0,78,6,979973.63,163328.94,365,0.0,0.2,0
"WEB00257920","C036554",5,8.9,"iOS","Direct",28,451719.0,"Silver",0,28,9,212344.03,23593.78,365,0.0,0.4,1
"WEB00227419","C036554",6,8.9,"Android","Social",28,451719.0,"Silver",0,28,9,212344.03,23593.78,365,0.0,0.4,0
"WEB00208627","C036559",4,2.3,"Android","Social",40,403474.0,"Silver",1,42,7,98575.76,14082.25,365,0.0,0.125,1
"WEB00203623","C036559",7,12.2,"Desktop","Organic",40,403474.0,"Silver",1,42,7,98575.76,14082.25,365,0.0,0.125,0
"WEB00213544","C036579",7,33.8,"Android","Paid Search",35,198461.0,"Silver",1,76,9,204398.18,22710.91,365,0.333,0.4,1
"WEB00244244","C036633",11,4.2,"Android","Organic",31,295979.0,"Silver",1,108,9,140847.81,15649.76,365,0.0,0.0,0
"WEB00258232","C036657",7,7.6,"Desktop","Social",39,661955.0,"Silver",1,15,9,213199.96,23688.88,365,0.0,0.375,1
"WEB00258225","C036700",4,13.5,"iOS","Social",32,714435.0,"Silver",1,68,3,32187.3,10729.1,365,0.0,0.286,0
"WEB00221448","C036754",10,4.7,"Android","Organic",27,974581.0,"Bronze",0,116,8,202640.81,25330.1,365,0.0,0.25,0
"WEB00209045","C036754",5,5.7,"Android","Direct",27,974581.0,"Bronze",0,116,8,202640.81,25330.1,365,0.0,0.25,1
"WEB00254838","C036756",3,7.2,"Android","Organic",54,394960.0,"Bronze",0,105,3,14037.39,4679.13,365,0.0,0.0,0
"WEB00255953","C036770",9,12.0,"iOS","Organic",44,893180.0,"Silver",1,101,9,295898.36,32877.6,365,1.0,0.4,0
"WEB00238993","C036803",9,5.9,"Android","Direct",38,384920.0,"Bronze",1,107,3,48337.65,16112.55,365,0.0,0.231,0
"WEB00201051","C036803",10,3.1,"Android","Paid Search",38,384920.0,"Bronze",1,107,3,48337.65,16112.55,365,0.0,0.231,1
"WEB00253797","C036817",6,9.8,"Tablet","Organic",39,629621.0,"Bronze",0,61,12,105089.73,8757.48,365,0.0,0.375,1
"WEB00231864","C036826",4,2.4,"Desktop","Paid Search",47,1951525.0,"Bronze",0,93,9,481733.15,53525.91,365,0.0,0.444,1
"WEB00209381","C036826",8,8.3,"Tablet","Social",47,1951525.0,"Bronze",0,93,9,481733.15,53525.91,365,0.0,0.444,0
"WEB00202537","C036826",15,5.6,"Android","Organic",47,1951525.0,"Bronze",0,93,9,481733.15,53525.91,365,0.0,0.444,0
"WEB00245083","C036843",6,15.1,"iOS","Referral",39,460455.0,"Bronze",1,41,6,44325.5,7387.58,365,0.0,1.0,1
"WEB00205558","C036843",10,22.3,"iOS","Organic",39,460455.0,"Bronze",1,41,6,44325.5,7387.58,365,0.0,1.0,1
"WEB00197092","C036855",4,7.7,"Android","Social",18,1098649.0,"Bronze",1,15,11,143267.9,13024.35,365,0.0,0.0,0
"WEB00209238","C036858",8,6.3,"Android","Organic",44,1057832.0,"Bronze",0,55,3,18814.27,6271.42,365,0.0,0.143,1
"WEB00221158","C036884",4,14.5,"Android","Organic",42,412647.0,"Bronze",1,74,5,115634.91,23126.98,365,0.0,0.2,1
"WEB00201801","C036927",7,14.2,"Android","Organic",18,2092141.0,"Silver",1,88,5,178709.37,35741.87,365,0.0,0.625,1
"WEB00233504","C036929",10,23.3,"Android","Organic",20,223484.0,"Gold",1,38,4,71897.68,17974.42,365,0.0,0.286,0
"WEB00248211","C036942",12,14.2,"iOS","Social",21,0.0,"Platinum",1,89,3,5712.0,1904.0,365,0.0,0.4,0
"WEB00220517","C036942",13,8.7,"Desktop","Social",21,0.0,"Platinum",1,89,3,5712.0,1904.0,365,0.0,0.4,0
"WEB00208083","C036994",6,6.2,"iOS","Paid Search",41,3720744.2837313684,"Silver",1,39,5,133791.89,26758.38,365,1.0,0.25,1
"WEB00254575","C037003",7,15.0,"Desktop","Paid Search",52,1579730.0,"Gold",0,104,8,179144.05,22393.01,365,0.25,0.0,0
"WEB00225080","C037003",14,12.9,"iOS","Social",52,1579730.0,"Gold",0,104,8,179144.05,22393.01,365,0.25,0.0,0
"WEB00218259","C037003",9,7.1,"iOS","Direct",52,1579730.0,"Gold",0,104,8,179144.05,22393.01,365,0.25,0.0,0
"WEB00221399","C037007",4,18.2,"Desktop","Organic",32,468756.0,"Bronze",0,38,7,218198.69,31171.24,365,0.0,0.4,1
"WEB00216598","C037114",7,7.6,"Desktop","Organic",23,470798.0,"Bronze",1,95,6,124061.48,20676.91,365,0.0,0.25,0
"WEB00201174","C037114",10,2.1,"iOS","Organic",23,470798.0,"Bronze",1,95,6,124061.48,20676.91,365,0.0,0.25,0
"WEB00237421","C037195",5,12.2,"Desktop","Organic",36,2680604.0,"Bronze",1,84,8,105570.29,13196.29,365,0.0,0.5,1
"WEB00225415","C037252",5,5.3,"iOS","Social",57,443020.0,"Silver",0,3,8,133693.55,16711.69,365,0.0,0.286,0
"WEB00212477","C037318",10,5.8,"Tablet","Organic",50,2433756.0,"Platinum",0,4,6,36354.26,6059.04,365,0.0,0.0,0
"WEB00219746","C037358",5,8.5,"Tablet","Direct",31,213161.0,"Bronze",0,41,5,80163.77,16032.75,365,0.0,0.0,0
"WEB00247333","C037374",10,1.9,"iOS","Direct",34,1164973.0,"Silver",1,18,4,48205.76,12051.44,365,0.0,0.286,0
"WEB00223462","C037374",10,16.5,"Desktop","Paid Search",34,1164973.0,"Silver",1,18,4,48205.76,12051.44,365,0.0,0.286,0
"WEB00199065","C037382",8,6.3,"Android","Social",35,1564865.0,"Gold",1,84,6,58618.86,9769.81,365,0.5,0.625,0
"WEB00215226","C037397",15,2.6,"Desktop","Paid Search",38,1047170.0,"Gold",1,26,2,72669.9,36334.95,365,0.0,1.0,1
"WEB00203741","C037461",9,6.2,"iOS","Paid Search",19,3615920.0,"Silver",0,23,7,76634.78,10947.83,365,0.0,0.167,0
"WEB00238832","C037472",9,9.0,"iOS","Organic",44,1031697.0,"Gold",1,90,7,312946.68,44706.67,365,0.5,0.286,1
"WEB00218511","C037472",7,2.4,"Desktop","Referral",44,1031697.0,"Gold",1,90,7,312946.68,44706.67,365,0.5,0.286,0
"WEB00198109","C037472",12,12.0,"Android","Paid Search",44,1031697.0,"Gold",1,90,7,312946.68,44706.67,365,0.5,0.286,0
"WEB00249363","C037519",12,3.3,"Android","Organic",44,847879.0,"Bronze",0,49,5,92345.79,18469.16,365,0.0,0.0,0
"WEB00255996","C037539",17,18.4,"Android","Organic",54,844751.0,"Gold",1,41,9,255756.83,28417.43,365,0.5,0.125,0
"WEB00259100","C037591",14,19.1,"iOS","Direct",56,934582.0,"Platinum",1,53,5,101399.45,20279.89,365,0.5,0.5,0
"WEB00222898","C037591",8,15.3,"Android","Paid Search",56,934582.0,"Platinum",1,53,5,101399.45,20279.89,365,0.5,0.5,0
"WEB00221915","C037600",3,12.3,"Android","Referral",42,0.0,"Bronze",0,42,7,69574.12,9939.16,365,0.5,0.0,0
"WEB00227552","C037615",10,17.8,"iOS","Direct",35,392660.0,"Silver",1,59,10,181725.73,18172.57,365,0.0,0.5,0
"WEB00237915","C037652",9,10.8,"Android","Direct",35,273150.0,"Gold",1,115,3,59413.71,19804.57,365,0.0,0.25,0
"WEB00203563","C037652",8,10.8,"Android","Referral",35,273150.0,"Gold",1,115,3,59413.71,19804.57,365,0.0,0.25,0
"WEB00241598","C037664",6,3.3,"Desktop","Organic",48,936095.0,"Bronze",1,39,1,194.24,194.24,365,0.0,0.222,0
"WEB00222080","C037664",8,2.4,"Tablet","Organic",48,936095.0,"Bronze",1,39,1,194.24,194.24,365,0.0,0.222,0
"WEB00242300","C037680",4,10.8,"iOS","Paid Search",41,304230.0,"Bronze",1,31,6,203380.87,33896.81,365,0.0,0.333,1
"WEB00243016","C037684",11,8.6,"Android","Paid Search",29,903170.0,"Gold",0,31,10,139836.36,13983.64,365,1.0,0.25,0
"WEB00198671","C037684",10,24.7,"Desktop","Referral",29,903170.0,"Gold",0,31,10,139836.36,13983.64,365,1.0,0.25,0
"WEB00228931","C037712",7,5.9,"Android","Paid Search",35,575491.0,"Silver",1,9,9,113534.16,12614.91,365,0.0,0.375,0
"WEB00210115","C037724",11,9.9,"Android","Direct",34,0.0,"Gold",1,47,9,170479.44,18942.16,365,0.0,0.6,1
"WEB00209868","C037724",8,24.2,"Android","Paid Search",34,0.0,"Gold",1,47,9,170479.44,18942.16,365,0.0,0.6,1
"WEB00207122","C037724",7,2.5,"Android","Direct",34,0.0,"Gold",1,47,9,170479.44,18942.16,365,0.0,0.6,0
"WEB00218619","C037740",5,13.6,"Android","Social",36,866484.0,"Silver",0,75,6,236410.6,39401.77,365,0.0,0.2,0
"WEB00236658","C037836",9,1.6,"Android","Organic",52,1420250.0,"Silver",0,13,6,159517.61,26586.27,365,0.5,0.444,0
"WEB00213524","C037836",7,3.5,"Android","Direct",52,1420250.0,"Silver",0,13,6,159517.61,26586.27,365,0.5,0.444,0
"WEB00202044","C037836",11,3.5,"Android","Organic",52,1420250.0,"Silver",0,13,6,159517.61,26586.27,365,0.5,0.444,0
"WEB00221645","C037839",4,3.0,"Desktop","Paid Search",32,962340.0,"Bronze",0,101,4,37734.88,9433.72,365,0.0,0.0,0
"WEB00203707","C037883",9,20.1,"Tablet","Paid Search",32,820943.0,"Gold",1,69,4,32672.79,8168.2,365,0.333,0.125,1
"WEB00198956","C037883",7,12.7,"Desktop","Organic",32,820943.0,"Gold",1,69,4,32672.79,8168.2,365,0.333,0.125,0
"WEB00248621","C037891",5,23.8,"Android","Paid Search",34,485081.0,"Bronze",0,116,2,52081.0,26040.5,365,0.0,0.429,1
"WEB00219894","C037896",10,5.4,"Android","Direct",18,1278873.0,"Gold",0,10,6,78560.44,13093.41,365,1.0,0.143,0
"WEB00242246","C037944",11,10.9,"iOS","Organic",40,243718.0,"Gold",0,67,9,77700.52,8633.39,365,0.0,0.667,1
"WEB00225969","C037944",6,7.1,"iOS","Organic",40,243718.0,"Gold",0,67,9,77700.52,8633.39,365,0.0,0.667,1
"WEB00213911","C037986",4,8.6,"Android","Direct",43,1332896.0,"Silver",0,60,10,196968.28,19696.83,365,0.0,0.2,0
"WEB00196044","C038007",4,8.4,"iOS","Organic",21,1246894.0,"Gold",0,25,4,79156.74,19789.19,365,0.143,0.4,0
"WEB00257100","C038051",7,11.2,"Android","Organic",53,1661859.0,"Silver",1,56,5,115393.85,23078.77,365,0.0,0.111,0
"WEB00246855","C038051",7,14.0,"Android","Paid Search",53,1661859.0,"Silver",1,56,5,115393.85,23078.77,365,0.0,0.111,1
"WEB00217357","C038121",8,8.4,"iOS","Paid Search",38,279733.0,"Silver",0,64,3,30977.78,10325.93,365,0.0,0.286,0
"WEB00225533","C038158",6,7.2,"Android","Paid Search",35,944945.0,"Gold",0,7,4,20068.78,5017.2,365,0.0,0.4,0
"WEB00204359","C038158",10,7.7,"Tablet","Organic",35,944945.0,"Gold",0,7,4,20068.78,5017.2,365,0.0,0.4,0
"WEB00219317","C038222",11,11.7,"iOS","Organic",42,860358.0,"Gold",0,73,7,22517.22,3216.75,365,0.333,0.25,1
"WEB00219579","C038299",5,8.0,"iOS","Direct",36,1056629.0,"Bronze",1,68,4,84585.73,21146.43,365,0.0,0.286,0
"WEB00207219","C038304",7,12.0,"Android","Social",25,1007246.0,"Bronze",1,86,5,39491.4,7898.28,365,0.0,0.2,0
"WEB00210972","C038313",6,8.4,"Android","Organic",18,1022129.0,"Bronze",1,30,8,180327.53,22540.94,365,0.0,0.6,0
"WEB00226493","C038315",7,2.1,"iOS","Direct",40,857447.0,"Silver",0,15,7,119767.63,17109.66,365,0.0,0.143,0
"WEB00204223","C038329",8,13.9,"Android","Paid Search",32,2294769.0,"Silver",0,71,8,70404.18,8800.52,365,0.0,0.0,0
"WEB00256834","C038369",5,4.1,"Android","Organic",41,332433.0,"Gold",1,6,8,455805.33,56975.67,365,0.0,0.8,1
"WEB00239131","C038377",6,12.6,"Android","Social",35,791554.0,"Bronze",1,69,8,228425.41,28553.18,365,0.0,0.5,1
"WEB00219028","C038377",6,3.5,"iOS","Direct",35,791554.0,"Bronze",1,69,8,228425.41,28553.18,365,0.0,0.5,1
"WEB00217433","C038382",8,2.9,"Android","Organic",30,334551.0,"Silver",0,84,6,33610.9,5601.82,365,0.0,0.25,1
"WEB00237407","C038459",14,2.2,"Android","Paid Search",34,2482187.0,"Gold",0,2,4,102696.06,25674.02,365,0.0,0.5,0
"WEB00213300","C038460",8,9.9,"iOS","Social",18,868162.0,"Bronze",0,49,6,255011.55,42501.92,365,0.0,0.2,0
"WEB00259102","C038530",6,7.4,"Android","Direct",49,965460.0,"Silver",0,113,12,207451.81,17287.65,365,0.0,0.2,0
"WEB00238986","C038530",4,8.8,"iOS","Paid Search",49,965460.0,"Silver",0,113,12,207451.81,17287.65,365,0.0,0.2,1
"WEB00199991","C038569",7,16.8,"iOS","Paid Search",45,1384331.0,"Bronze",0,21,5,263165.71,52633.14,365,0.0,0.3,1
"WEB00226298","C038589",9,4.8,"Android","Social",31,847826.0,"Bronze",1,1,9,179455.38,19939.49,365,0.0,0.0,0
"WEB00236314","C038738",4,11.1,"iOS","Direct",22,291293.0,"Bronze",0,22,4,13388.01,3347.0,365,0.0,0.0,0
"WEB00240077","C038748",15,7.3,"Android","Paid Search",36,864871.0,"Gold",1,32,7,29682.42,4240.35,365,0.5,0.444,0
"WEB00202307","C038748",11,1.0,"iOS","Direct",36,864871.0,"Gold",1,32,7,29682.42,4240.35,365,0.5,0.444,0
"WEB00239551","C038749",9,4.5,"iOS","Direct",30,313585.0,"Silver",0,97,9,84615.83,9401.76,365,0.0,0.3,0
"WEB00233653","C038749",4,6.6,"iOS","Organic",30,313585.0,"Silver",0,97,9,84615.83,9401.76,365,0.0,0.3,1
"WEB00243492","C038766",10,10.9,"Android","Organic",39,2465072.0,"Bronze",1,96,6,905164.69,150860.78,365,1.0,0.222,1
"WEB00204897","C038766",6,2.0,"Android","Organic",39,2465072.0,"Bronze",1,96,6,905164.69,150860.78,365,1.0,0.222,0
"WEB00224478","C038790",12,16.8,"Desktop","Organic",46,433804.0,"Bronze",0,3,10,166010.05,16601.0,365,0.0,0.333,1
"WEB00242034","C038853",5,8.3,"Android","Paid Search",38,439758.0,"Bronze",1,90,4,31397.88,7849.47,365,0.0,0.5,0
"WEB00239608","C038868",5,7.6,"Desktop","Direct",38,339123.0,"Bronze",0,36,5,46945.37,9389.07,365,0.0,0.0,0
"WEB00195928","C038868",7,5.0,"Desktop","Organic",38,339123.0,"Bronze",0,36,5,46945.37,9389.07,365,0.0,0.0,0
"WEB00212325","C038889",12,4.0,"iOS","Paid Search",26,1165912.0,"Gold",1,102,9,216538.49,24059.83,365,0.0,0.571,0
"WEB00253602","C038992",6,1.4,"Desktop","Paid Search",42,1076120.4184925393,"Bronze",1,63,7,114774.25,16396.32,365,0.0,0.0,0
"WEB00198290","C038993",9,14.6,"Android","Organic",57,321681.0,"Bronze",1,100,2,61555.11,30777.56,365,0.333,0.0,0
"WEB00245805","C039007",2,7.4,"Android","Direct",18,290136.0,"Bronze",0,41,7,53302.28,7614.61,365,0.0,0.2,0
"WEB00212675","C039104",5,7.9,"Desktop","Direct",40,669509.0,"Gold",1,6,3,51760.68,17253.56,365,0.0,0.333,1
"WEB00227553","C039163",11,14.5,"Desktop","Organic",18,932385.0,"Gold",0,40,3,8456.29,2818.76,365,0.0,0.25,0
"WEB00212647","C039163",7,9.6,"Android","Direct",18,932385.0,"Gold",0,40,3,8456.29,2818.76,365,0.0,0.25,0
"WEB00235468","C039171",3,9.3,"Android","Organic",26,346185.0,"Bronze",1,113,8,206033.98,25754.25,365,0.0,0.125,0
"WEB00224632","C039171",9,9.7,"Android","Direct",26,346185.0,"Bronze",1,113,8,206033.98,25754.25,365,0.0,0.125,0
"WEB00223275","C039184",6,3.3,"Android","Paid Search",48,506125.0,"Gold",1,75,7,50329.8,7189.97,365,0.333,0.455,1
"WEB00207550","C039184",16,5.5,"Android","Paid Search",48,506125.0,"Gold",1,75,7,50329.8,7189.97,365,0.333,0.455,1
"WEB00204918","C039188",5,8.5,"Desktop","Direct",18,1987144.0,"Bronze",0,73,10,331550.08,33155.01,365,0.0,0.222,0
"WEB00243798","C039222",9,7.0,"Desktop","Social",18,1753951.0,"Bronze",1,39,3,64516.68,21505.56,365,0.0,0.286,0
"WEB00256769","C039225",7,12.1,"iOS","Organic",18,1098731.0,"Silver",0,89,3,62884.91,20961.64,365,0.0,0.0,0
"WEB00254299","C039225",6,6.6,"Desktop","Referral",18,1098731.0,"Silver",0,89,3,62884.91,20961.64,365,0.0,0.0,0
"WEB00231419","C039225",14,9.4,"Android","Organic",18,1098731.0,"Silver",0,89,3,62884.91,20961.64,365,0.0,0.0,0
"WEB00242357","C039264",8,2.0,"iOS","Organic",44,462214.0,"Silver",0,102,11,548577.68,49870.7,365,0.0,0.125,0
"WEB00220838","C039271",6,7.9,"Desktop","Direct",43,4284264.0,"Silver",0,58,2,5884.34,2942.17,365,0.333,0.4,1
"WEB00213753","C039271",8,12.6,"Android","Social",43,4284264.0,"Silver",0,58,2,5884.34,2942.17,365,0.333,0.4,0
"WEB00216877","C039341",8,8.2,"iOS","Direct",43,667856.0,"Gold",0,18,6,237786.88,39631.15,365,0.0,0.333,0
"WEB00214445","C039372",5,9.9,"Android","Social",37,2000103.0,"Bronze",1,60,4,54487.31,13621.83,365,0.0,0.0,0
"WEB00213465","C039372",6,8.8,"Android","Organic",37,2000103.0,"Bronze",1,60,4,54487.31,13621.83,365,0.0,0.0,0
"WEB00236494","C039379",11,10.3,"Desktop","Organic",36,735968.0,"Gold",1,37,7,548205.59,78315.08,365,0.0,0.75,1
"WEB00237808","C039390",6,10.8,"Android","Social",38,1166826.0,"Bronze",1,94,5,134098.42,26819.68,365,0.0,0.111,0
"WEB00237527","C039390",9,22.6,"iOS","Direct",38,1166826.0,"Bronze",1,94,5,134098.42,26819.68,365,0.0,0.111,1
"WEB00208825","C039406",8,9.0,"iOS","Referral",31,997058.0,"Gold",1,107,4,37225.47,9306.37,365,0.0,0.25,1
"WEB00225885","C039409",10,19.8,"Tablet","Social",37,877479.0,"Gold",0,117,3,42600.65,14200.22,365,0.0,0.8,1
"WEB00239287","C039468",7,7.5,"Android","Organic",21,993415.0,"Silver",1,101,8,109637.47,13704.68,365,0.0,0.667,1
"WEB00226428","C039529",9,16.2,"Android","Organic",26,345001.0,"Silver",1,116,3,83661.86,27887.29,365,0.0,0.4,0
"WEB00239211","C039552",10,7.2,"Android","Organic",24,874614.0,"Bronze",1,48,5,191624.68,38324.94,365,0.0,0.286,0
"WEB00222231","C039566",5,20.4,"Desktop","Direct",28,1825191.0,"Bronze",1,94,4,88285.94,22071.48,365,0.0,0.6,1
"WEB00220353","C039578",8,10.0,"Android","Paid Search",32,620234.0,"Bronze",0,70,5,37514.9,7502.98,365,0.0,0.286,1
"WEB00208268","C039578",6,0.7,"Tablet","Paid Search",32,620234.0,"Bronze",0,70,5,37514.9,7502.98,365,0.0,0.286,0
"WEB00214754","C039611",10,4.7,"Android","Organic",29,877897.0,"Bronze",0,88,8,112763.66,14095.46,365,0.0,0.375,1
"WEB00217683","C039613",6,8.7,"Android","Direct",32,795298.0,"Gold",1,84,4,27416.27,6854.07,365,0.25,0.75,1
"WEB00249754","C039623",7,13.8,"Android","Organic",21,506811.0,"Silver",0,70,5,23500.68,4700.14,365,0.0,0.429,0
"WEB00248069","C039642",12,8.7,"iOS","Social",45,454124.0,"Silver",1,91,4,208751.98,52188.0,365,0.0,0.571,1
"WEB00209119","C039642",3,13.2,"Desktop","Direct",45,454124.0,"Silver",1,91,4,208751.98,52188.0,365,0.0,0.571,0
"WEB00218693","C039677",13,5.5,"Desktop","Organic",25,393028.0,"Gold",0,28,7,89661.74,12808.82,365,0.0,0.429,0
"WEB00256010","C039705",5,9.2,"Desktop","Paid Search",30,367443.0,"Gold",1,105,4,74935.58,18733.9,365,0.0,0.571,0
"WEB00236101","C039705",9,8.8,"Desktop","Social",30,367443.0,"Gold",1,105,4,74935.58,18733.9,365,0.0,0.571,0
"WEB00224523","C039709",9,9.3,"Android","Direct",30,1997297.0,"Silver",0,119,6,135557.16,22592.86,365,0.0,0.286,0
"WEB00210533","C039709",11,2.6,"iOS","Direct",30,1997297.0,"Silver",0,119,6,135557.16,22592.86,365,0.0,0.286,1
"WEB00250192","C039745",6,1.7,"iOS","",18,1020434.0,"Bronze",1,107,9,66619.62,7402.18,365,0.0,0.2,0
"WEB00203440","C039745",6,7.1,"Tablet","Organic",18,1020434.0,"Bronze",1,107,9,66619.62,7402.18,365,0.0,0.2,0
"WEB00207516","C039750",8,5.4,"iOS","Social",60,918819.0,"Bronze",0,96,6,206767.66,34461.28,365,0.0,0.167,0
"WEB00205096","C039767",7,3.2,"iOS","Direct",30,851116.0,"Silver",1,86,6,136937.58,22822.93,365,0.0,0.3,0
"WEB00222626","C039819",6,22.1,"iOS","Organic",18,300900.0,"Bronze",0,103,4,85413.73,21353.43,365,0.0,0.0,0
"WEB00258672","C039838",13,5.3,"Desktop","Organic",30,372785.0,"Gold",1,36,8,127673.44,15959.18,365,0.0,0.714,1
"WEB00253253","C039842",10,35.8,"Android","Social",47,0.0,"Silver",1,119,6,216379.04,36063.17,365,0.0,0.5,0
"WEB00216974","C039842",7,6.1,"iOS","Direct",47,0.0,"Silver",1,119,6,216379.04,36063.17,365,0.0,0.5,1
"WEB00250791","C039875",5,10.8,"Android","Social",39,703455.0,"Silver",1,16,10,79815.99,7981.6,365,0.0,0.462,1
"WEB00244052","C039875",8,7.4,"Tablet","Paid Search",39,703455.0,"Silver",1,16,10,79815.99,7981.6,365,0.0,0.462,1
"WEB00239332","C039875",9,7.1,"iOS","Paid Search",39,703455.0,"Silver",1,16,10,79815.99,7981.6,365,0.0,0.462,1
"WEB00237899","C039875",7,31.2,"Android","Social",39,703455.0,"Silver",1,16,10,79815.99,7981.6,365,0.0,0.462,0
"WEB00249816","C039882",12,6.2,"Android","Direct",49,394208.0,"Silver",0,70,7,118407.57,16915.37,365,0.0,0.333,0
"WEB00249793","C039884",11,7.6,"Desktop","Referral",35,1106809.0,"Bronze",0,107,5,161469.75,32293.95,365,0.0,0.125,1
"WEB00243057","C039884",6,19.0,"iOS","Direct",35,1106809.0,"Bronze",0,107,5,161469.75,32293.95,365,0.0,0.125,0
"WEB00233324","C039945",9,8.3,"Android","Direct",25,1340268.0,"Bronze",0,103,9,199529.0,22169.89,365,0.143,0.2,1
"WEB00255350","C039976",14,7.2,"Desktop","Social",43,1212932.0,"Gold",1,58,7,322575.02,46082.15,365,0.0,0.375,1
"WEB00212872","C039978",6,8.7,"Android","Direct",55,1738808.0,"Silver",0,105,3,56903.56,18967.85,365,0.0,0.8,1
"WEB00245610","C039993",5,5.3,"Desktop","Direct",23,957752.0,"Silver",0,94,4,68381.56,17095.39,365,0.0,0.667,0
"WEB00210270","C039993",7,5.5,"Android","Paid Search",23,957752.0,"Silver",0,94,4,68381.56,17095.39,365,0.0,0.667,1
"WEB00198965","C039993",8,4.2,"Android","Direct",23,957752.0,"Silver",0,94,4,68381.56,17095.39,365,0.0,0.667,0
"WEB00224485","C039997",7,5.5,"iOS","Paid Search",47,1264599.0,"Silver",0,43,1,4496.54,4496.54,365,0.0,0.5,1
"WEB00252589","C040054",8,6.9,"Android","Organic",26,375481.0,"Silver",1,70,9,126039.33,14004.37,365,0.0,0.5,1
"WEB00249077","C040132",7,4.8,"iOS","Direct",31,221487.0,"Bronze",1,8,6,98034.14,16339.02,365,0.0,0.1,0
"WEB00199076","C040132",6,10.9,"Desktop","Paid Search",31,221487.0,"Bronze",1,8,6,98034.14,16339.02,365,0.0,0.1,0
"WEB00257521","C040184",10,17.3,"Android","Organic",50,256184.0,"Gold",1,3,6,58928.04,9821.34,365,0.5,0.636,0
"WEB00249397","C040251",5,13.7,"iOS","Direct",29,1030478.0,"Gold",1,85,7,217200.08,31028.58,365,0.0,0.333,0
"WEB00233726","C040251",12,6.9,"Desktop","Social",29,1030478.0,"Gold",1,85,7,217200.08,31028.58,365,0.0,0.333,0
"WEB00210957","C040251",11,9.3,"Android","Social",29,1030478.0,"Gold",1,85,7,217200.08,31028.58,365,0.0,0.333,1
"WEB00197734","C040308",6,14.1,"Android","Direct",43,326672.0,"Bronze",1,6,4,46158.52,11539.63,365,0.0,0.444,0
"WEB00241195","C040337",5,3.3,"Android","Social",30,691162.0,"Bronze",1,18,7,92235.8,13176.54,365,0.0,0.143,0
"WEB00220401","C040338",13,3.2,"Android","Referral",34,0.0,"Gold",0,116,6,124323.49,20720.58,365,0.0,0.429,0
"WEB00256872","C040340",2,19.6,"Desktop","Organic",30,710005.0,"Bronze",1,15,2,27670.81,13835.4,365,0.0,0.364,0
